id,mass,x,y,z,vx,vy,vz
2965,1.90723e+15,-2.42143,-0.905844,0.147026,0.00272276,-0.0107512,0.000731977
2966,2.40445e+15,-0.906679,-2.42792,-0.026643,0.0103261,-0.00294488,-0.00041457
2967,1.30607e+16,-1.81844,2.5866,0.254064,-0.00730506,-0.00585709,0.00164848
2968,3.98105e+15,-2.23838,2.6283,-0.0512764,-0.00667343,-0.00570927,-0.00100261
2969,4.51654e+15,-0.391064,-2.95153,0.110641,0.00978411,-0.00047841,-0.00183767
2970,2.22037e+16,3.15631,-0.352381,0.969714,0.000872709,0.00892954,-0.00226374
2971,3.24061e+15,2.23613,-1.03329,0.273663,0.00530593,0.00971825,-0.000857247
2972,5.34868e+15,-0.991709,3.63724,0.0216221,-0.00781761,-0.000646503,0.000326563
2973,3.30762e+15,-0.465465,2.98909,-0.0568712,-0.0102413,-0.000319563,0.000154959
2974,3.155e+15,-1.81358,-2.58688,-0.480966,0.00744428,-0.00554769,0.000462103
2975,1.30145e+15,-2.50369,-2.51496,-0.168157,0.0060358,-0.00569329,-0.000567658
2976,4.30039e+13,-2.01363,-0.264265,0.34929,0.00546453,-0.00928914,0.0032363
2977,6.88877e+16,0.0231892,4.50171,0.197897,-0.00843533,0.000157054,0.000138317
2978,1.01835e+16,2.04863,-1.70116,-0.505002,0.00694699,0.00829712,-0.000407631
2979,3.56188e+15,2.67133,-1.04221,0.475973,0.0043486,0.00919225,-0.000203089
2980,4.28926e+17,2.75336,3.44248,-1.15817,-0.00727433,0.00405547,-0.000537876
2981,4.98824e+15,2.92607,1.21069,-0.00150372,-0.00239966,0.00928666,0.000275383
2982,6.31699e+17,0.389206,4.45553,-0.730937,-0.00812713,0.00130444,0.0023962
2983,2.2346e+17,1.44222,4.36712,-1.41562,-0.00772391,0.00195295,-0.000410894
2984,1.26735e+16,-1.19889,2.84609,-0.255487,-0.00955084,-0.00256296,-0.00181951
2985,2.85401e+15,-2.99245,2.26566,-0.00222772,-0.00510237,-0.00631882,0.000293694
2986,2.45993e+15,2.06588,2.32093,-0.338208,-0.00699816,0.00647097,-0.00129215
2987,3.15601e+15,2.79015,-1.19844,-0.237049,0.0035037,0.00899196,0.00111649
2988,1.04809e+16,2.74035,-0.110323,-0.533365,0.00117516,0.0105199,0.00049707
2989,1.07611e+16,1.78718,2.43822,-0.30479,-0.00698677,0.00682192,0.00159637
2990,3.18545e+15,-2.23054,1.71723,0.107711,-0.00657733,-0.00873436,0.000161219
2991,3.03941e+15,-2.89807,-0.306818,0.160628,0.00135862,-0.0100048,-9.99956e-05
2992,4.51544e+17,0.559394,4.55237,0.852637,-0.00787803,0.000980204,0.00279018
2993,8.30864e+15,-2.74235,1.45983,0.648213,-0.00357535,-0.00906523,-0.000680473
2994,1.1004e+16,0.739546,2.88811,0.0410364,-0.00967369,0.00250247,-0.00164028
2995,1.67627e+15,-3.6256,-1.03051,-0.111404,0.00303077,-0.00673304,0.000174625
2996,1.92134e+15,-0.763962,2.78346,0.0161468,-0.0103206,-0.00301494,0.00054353
2997,1.0496e+16,0.0458937,2.82402,-0.00938987,-0.0104,0.00117905,0.00204543
2998,2.47655e+15,1.0096,-2.99183,0.524232,0.00871858,0.0029067,-0.000369089
2999,1.06894e+16,0.0657186,-1.95368,-0.94879,0.0115365,0.00323433,-0.00078032
3000,3.36395e+15,0.55969,-2.06199,0.239998,0.0123679,0.00277781,0.000275639
3001,3.01358e+15,-0.707255,-2.74505,0.865924,0.00841383,-0.00330617,-0.000484953
3002,7.78808e+14,-0.140645,2.59722,-0.0643327,-0.0107345,-0.0018359,-2.55132e-05
3003,9.2309e+15,3.05787,0.766497,0.000199147,-0.00119235,0.00949984,-0.000351604
3004,6.80945e+16,-2.63839,-1.71793,0.583488,0.00562291,-0.00735436,0.00204506
3005,4.25642e+15,2.98685,-0.618839,0.324681,0.00191168,0.0093474,-0.00127047
3006,2.87913e+14,0.0656913,1.6665,-0.724532,-0.0131398,-0.000416874,-0.000324352
3007,3.28734e+15,2.33879,-1.56917,0.146717,0.00486328,0.0091323,0.00143451
3008,5.85404e+15,2.5419,-1.71619,-0.363555,0.00573168,0.00709728,-0.00189723
3009,2.30087e+15,-1.35611,-2.5423,0.342096,0.00906608,-0.00516031,9.32313e-05
3010,4.92017e+15,-1.08412,2.52188,0.103527,-0.00979568,-0.00400567,-0.00051986
3011,3.70577e+14,-1.94123,0.0398083,-0.711923,0.00118231,-0.0115467,-6.42389e-06
3012,1.53209e+15,2.35838,2.07144,-0.387177,-0.0062167,0.00715182,-0.00113288
3013,1.78607e+16,-2.24185,-2.5542,-0.598532,0.00672448,-0.00554468,0.00119813
3014,1.02495e+16,-3.24939,-1.13855,0.00280494,0.00295967,-0.00749461,0.00112368
3015,9.97313e+14,2.50207,-0.457932,-0.0349121,0.00292728,0.00978329,-0.000575162
3016,7.24722e+16,0.00342438,5.04476,-0.163334,-0.00772024,0.000392527,-0.000145548
3017,2.91137e+15,-3.38853,-0.405527,0.0761571,0.00239904,-0.00863054,0.000118679
3018,2.77729e+16,1.56357,2.33117,-0.358969,-0.00794863,0.00697751,0.000293654
3019,2.24411e+15,-2.48197,-0.52956,-0.290179,0.00259908,-0.0104583,-0.00114211
3020,6.07109e+14,-0.183439,-2.06803,-0.444037,0.00995054,-0.000740309,-0.00450082
3021,3.37864e+15,-2.13079,-2.50046,0.0937443,0.00789703,-0.00463888,-0.000235858
3022,2.47906e+16,-3.1995,0.441758,0.0144453,-0.00141318,-0.00930276,0.00153678
3023,2.8956e+15,2.25828,1.87451,-0.605109,-0.00577523,0.00727223,-0.000935207
3024,5.3792e+15,-2.09337,1.67054,0.044572,-0.00693512,-0.00901415,4.84543e-05
3025,5.44392e+15,-0.43612,2.96707,-0.921062,-0.00954073,-0.00243236,-0.000350148
3026,3.7653e+15,-3.12563,0.86072,0.079062,-0.00090138,-0.00944511,-7.49236e-05
3027,2.67982e+15,0.54937,-3.05588,-0.366736,0.0083245,0.00204716,0.0019928
3028,6.70125e+15,-2.40711,-0.676551,0.43348,0.00442837,-0.0100269,-0.00181882
3029,6.72455e+15,-2.35663,-2.39479,-0.243915,0.00683396,-0.00639044,-0.00073805
3030,1.44478e+16,-0.953295,-2.50487,0.267448,0.00919908,-0.0032908,-0.00247987
3031,3.00089e+15,-0.22701,-3.23144,0.186611,0.00916979,4.29461e-05,-7.26026e-05
3032,1.09787e+16,-0.0593561,-3.08063,0.209449,0.00894878,0.000828851,0.00212576
3033,5.72005e+15,-0.788578,2.8612,-0.226441,-0.00964473,-0.00271905,0.00180864
3034,3.21174e+15,-0.788545,2.12845,-0.483802,-0.0115546,-0.00353165,-0.000980726
3035,6.00198e+15,-2.60198,0.41568,0.136146,-0.000411264,-0.0102337,0.00262419
3036,3.75067e+16,1.0236,2.77219,0.495902,-0.00949912,0.00465122,0.00067027
3037,6.75221e+15,1.57004,2.71137,-0.529098,-0.00777909,0.0053464,-0.000748709
3038,1.10842e+15,2.4782,-0.0282289,-0.17156,-0.000877088,0.0104899,-0.000164318
3039,7.88535e+15,2.40716,2.05137,-0.12823,-0.00501102,0.00833839,-3.82801e-05
3040,4.84579e+15,3.03864,0.551676,-0.136015,-0.00296813,0.00930281,-5.07801e-05
3041,1.91918e+15,-0.385334,-3.08079,0.783461,0.00936441,0.00208838,0.000900764
3042,2.72527e+15,0.155082,-2.92978,-0.0458726,0.0102601,-0.00104069,-0.000119017
3043,4.38623e+14,-3.47111,-1.8007,0.0305636,0.000582528,-0.00589163,2.31695e-05
3044,3.13065e+15,-2.48362,1.90033,-0.383453,-0.00491965,-0.00773314,-0.000520566
3045,3.51652e+13,-0.737409,0.0951,-0.073286,-0.00269413,-0.0256616,-0.00147153
3046,1.93342e+16,2.01068,-2.37768,0.352847,0.00653315,0.00582883,-0.0038138
3047,1.98655e+15,2.28645,2.4466,-0.0589214,-0.00681143,0.00587637,-0.000116762
3048,6.92864e+15,-1.09076,-2.90226,0.0215202,0.00968153,-0.00185326,5.97962e-05
3049,3.89645e+15,-3.65384,-0.262344,0.102132,0.000326772,-0.00828144,0.000157103
3050,3.56188e+15,-1.01845,-2.46034,0.355343,0.00950927,-0.00428663,1.11357e-06
3051,3.5758e+16,-0.684966,-3.83698,0.103757,0.00853036,-0.00125565,-2.25033e-05
3052,1.62453e+13,2.63555,-0.983498,-0.2968,-0.00405799,0.00763824,0.00180564
3053,1.31983e+15,0.229865,-3.22429,0.0327819,0.00927262,-0.00034472,-0.000360827
3054,2.59315e+16,-2.31551,-1.13396,-0.207288,0.00646448,-0.00953641,0.00164497
3055,4.07716e+15,0.0121516,2.62359,1.33944,-0.00932974,0.000219191,-0.00153532
3056,6.55338e+15,2.57657,1.46803,0.371601,-0.00517376,0.00850516,-0.00102168
3057,2.03262e+16,-1.87218,2.74995,-0.388296,-0.00786355,-0.00435162,0.00238948
3058,2.21634e+16,-3.34865,0.0938996,-0.639382,0.000618912,-0.0085248,-0.00280192
3059,3.02614e+15,-2.57259,-1.64277,0.457588,0.00482183,-0.00825198,0.0011121
3060,1.12536e+16,0.0178254,3.31738,0.0304458,-0.00911369,0.00202721,5.63866e-05
3061,1.34334e+16,-3.63363,1.13828,0.627789,-0.00333828,-0.00692113,-0.00136857
3062,1.00081e+15,-0.646755,2.20668,-0.252608,-0.0120287,-0.0030603,-0.000678546
3063,1.79892e+15,-2.33803,0.730343,-0.310456,-0.00234925,-0.0106679,0.0031784
3064,2.4923e+15,1.5794,0.761387,0.00472441,-0.00800469,0.0121192,-0.000942997
3065,1.69711e+16,-3.25233,-0.383647,-0.524152,0.00139613,-0.00888312,0.000250728
3066,3.02686e+16,2.30025,-0.709852,0.326393,0.00252178,0.0113345,-0.00209552
3067,2.61206e+16,-0.801275,2.97422,-0.277784,-0.00948446,-5.79627e-05,-0.000463012
3068,1.66582e+16,1.64635,-3.69056,0.159951,0.0080019,0.00239905,-0.000268246
3069,1.69228e+15,0.400213,2.27263,0.00943081,-0.0108693,0.0028133,-0.00168918
3070,9.89258e+13,-0.0984678,-1.90933,0.772121,0.0113798,-0.000541574,0.000408701
3071,2.80856e+15,-3.06043,1.41156,0.0909462,-0.00239801,-0.00890004,-0.000140236
3072,3.20439e+15,2.31456,-1.72851,-0.00844558,0.00629321,0.00796693,0.000212084
3073,2.56846e+16,2.0122,2.80068,0.395095,-0.00763787,0.00521922,0.000446404
3074,2.03069e+15,0.654143,3.54767,0.0122293,-0.0082776,0.00116763,2.12698e-05
3075,4.27044e+15,-1.99936,-2.33926,-0.443937,0.00801096,-0.00525389,-0.000464882
3076,2.49469e+15,-1.00196,3.23129,0.0373942,-0.00910205,-0.00125465,0.000277118
3077,7.7086e+14,-2.67796,-0.73822,-0.0275679,0.00234962,-0.00914138,-0.000308205
3078,1.38769e+15,2.13698,1.27914,-0.0897697,-0.00670214,0.00999219,-4.75732e-06
3079,8.31417e+15,2.34933,-1.4237,-0.122034,0.00568584,0.00930911,-1.6406e-06
3080,2.4932e+15,-0.781548,-3.23792,0.147149,0.00980907,-0.00225896,0.000130721
3081,2.08821e+15,1.09788,-1.83509,0.0180446,0.00923994,0.00797556,-0.000929215
3082,8.38285e+15,0.76472,-3.51944,-0.690564,0.00792274,0.000909335,0.0016455
3083,1.73935e+15,-0.777584,2.40271,0.315569,-0.0111928,-0.000870668,6.72743e-05
3084,7.54027e+13,-0.810613,-2.23961,0.0958992,0.00855111,-0.00359323,-0.00351513
3085,1.54511e+15,2.20159,-1.11323,0.255635,0.00376151,0.0104986,0.00159314
3086,1.85687e+15,1.59492,1.62199,-0.472263,-0.00557439,0.0100472,-0.000750118
3087,2.91192e+15,0.958614,2.57405,-0.125695,-0.00981965,0.00439246,0.000199283
3088,5.17847e+15,-2.91105,-0.996834,0.320873,0.00301025,-0.00813259,-0.00197762
3089,7.3164e+15,-3.15913,-0.595955,-0.37824,0.00230432,-0.00892539,0.000897955
3090,8.79908e+15,1.14569,-2.47619,0.510037,0.00951498,0.00420934,0.0016866
3091,1.08819e+16,2.70875,-0.676631,0.0716621,0.00208727,0.00987875,0.000558323
3092,5.59148e+15,1.57992,1.75901,-0.0721319,-0.00992171,0.00637422,0.00194662
3093,3.24999e+15,-3.44401,-1.7728,0.192991,0.0028956,-0.00692062,-0.00018136
3094,3.83632e+15,-0.101016,2.99659,0.0768732,-0.0101194,-0.00133564,0.000278654
3095,1.37234e+15,-1.15906,2.13922,0.0856117,-0.0104076,-0.00374018,0.000811631
3096,4.91083e+15,-2.44478,0.969143,0.384795,-0.00383194,-0.00991949,-0.000734078
3097,6.25602e+15,-2.63868,-0.91096,0.124571,0.00605994,-0.00819348,-0.00302194
3098,4.15759e+16,0.0242531,3.31732,0.45187,-0.0100252,-0.00118643,0.000861526
3099,1.23946e+16,2.42738,-2.47222,-0.577474,0.0061223,0.00609886,0.000300013
3100,1.00081e+15,-3.59115,0.977771,0.0783755,-0.00351886,-0.00716493,0.000318372
3101,4.40895e+15,0.635744,2.00408,0.185487,-0.0118004,0.00519827,-0.00121778
3102,2.96074e+15,-1.78948,3.06694,0.047852,-0.00648465,-0.00538568,0.000595763
3103,2.34241e+15,1.97115,1.26701,-0.28202,-0.00402584,0.010955,0.00285482
3104,4.28083e+15,-1.58894,2.21421,-0.60039,-0.00956742,-0.00250814,0.00165916
3105,5.51252e+15,3.25212,-0.830546,-0.107096,0.00299739,0.00868423,0.00017763
3106,2.31702e+13,-0.780568,-0.880227,0.21101,0.0034709,-0.017781,0.000458783
3107,5.09828e+15,1.44591,2.3972,-0.285481,-0.00816649,0.00617587,0.000184387
3108,4.40722e+15,-1.06253,2.12134,-0.276471,-0.0104049,-0.00610641,-0.000258909
3109,2.91161e+15,2.58228,-1.89933,-0.0652686,0.00634518,0.00684959,-0.000359687
3110,1.96748e+15,-1.21719,3.07586,-0.545503,-0.00832204,-0.003265,-0.000621443
3111,3.35687e+15,-2.6481,-1.02826,0.0253945,0.0040774,-0.00975203,-4.13234e-05
3112,3.98867e+17,1.32828,-4.92879,0.65485,0.00703564,0.00274587,0.000339908
3113,1.60169e+16,-2.24442,-2.08631,0.423369,0.00685355,-0.00539153,-0.00129791
3114,2.15186e+15,-0.27361,-2.73515,-0.537737,0.00938299,-0.00231752,-0.0016922
3115,4.3592e+15,1.3927,-2.49992,-0.440215,0.00731993,0.00633782,-0.000875396
3116,2.01442e+15,-1.87259,-1.14165,0.252218,0.00711072,-0.00944671,-0.00139248
3117,1.35743e+15,1.50395,-2.72037,0.392786,0.00706901,0.00552075,-0.000505464
3118,1.08836e+15,-0.898255,-2.04633,-0.268706,0.0116989,-0.00414345,-0.000587262
3119,4.47194e+15,-1.08831,-2.53381,0.373604,0.00976192,-0.00391879,0.00132662
3120,1.49271e+15,-0.654097,-2.83815,-0.123127,0.00925609,-0.00120534,0.000151998
3121,3.59969e+15,-1.40659,2.47839,0.094784,-0.00985975,-0.00438806,0.000392014
3122,3.15814e+15,3.22981,0.584483,-0.0476358,-0.0026859,0.00888939,0.000259801
3123,7.50658e+15,2.96131,-0.0555573,0.831817,0.000971987,0.00959348,-0.00231685
3124,5.83276e+15,-1.63807,2.17221,-0.078776,-0.00936284,-0.0038842,-0.00210466
3125,3.48564e+15,0.569481,3.14752,-0.195442,-0.00854663,0.000256659,0.00163753
3126,5.87381e+15,1.86933,2.07933,-0.30972,-0.00732194,0.00701681,-0.0038835
3127,6.85874e+15,-1.77751,-2.61228,-0.522073,0.00787691,-0.00492367,-0.000478446
3128,1.17687e+16,-2.20116,-2.10099,0.543052,0.00706224,-0.00651742,-0.000940466
3129,1.79393e+15,2.25338,1.24273,-0.0138289,-0.00497617,0.0105658,9.465e-05
3130,2.77653e+15,0.813062,2.87181,0.477028,-0.0100991,0.000798534,0.000947557
3131,2.87592e+15,-1.4209,2.72939,-0.0368514,-0.00884644,-0.0038386,0.00044338
3132,1.0537e+15,-0.291607,2.89866,0.518608,-0.00870121,-0.00164322,-0.000655662
3133,2.30275e+15,2.99219,-1.51284,-0.0607171,0.00495696,0.0076414,-0.000326345
3134,2.04686e+15,1.20958,-2.3916,0.459444,0.00966122,0.00471334,-0.000546819
3135,1.62724e+13,1.66536,-2.48981,-1.49105,0.00379538,0.00640224,0.00222829
3136,1.14825e+16,1.68042,2.4452,-0.489653,-0.00734589,0.007172,-0.000114639
3137,1.60882e+15,-1.82911,-2.12482,0.0725159,0.00768179,-0.00755525,-0.000205113
3138,2.50567e+15,-1.13473,3.12509,0.263056,-0.00868933,-0.00247617,-0.000391475
3139,4.32049e+15,-3.27995,-0.440065,0.379114,0.00115305,-0.00885481,-0.00140026
3140,2.32489e+15,-1.96927,2.90597,-0.0288338,-0.00778013,-0.0038986,0.000311225
3141,3.8096e+15,2.56595,1.61987,0.278136,-0.00479099,0.0079311,0.00119979
3142,2.9752e+15,-1.16384,3.3024,0.0932432,-0.00753461,-0.00166035,-0.000875563
3143,2.67425e+15,-0.640307,3.44439,-1.2132,-0.00847886,-0.00138217,-0.000211539
3144,1.00125e+16,1.69767,2.11493,-0.706834,-0.00834263,0.0059477,0.000296222
3145,1.70968e+15,0.18716,2.93944,-0.0524029,-0.00972176,0.00102156,-0.000317731
3146,2.72904e+15,2.50948,-1.24798,0.116441,0.00374899,0.00970842,0.00150805
3147,9.81004e+15,-2.52456,-2.03283,-0.0341676,0.00514694,-0.00749008,0.00172612
3148,3.57042e+14,1.38531,-2.32607,-0.549711,0.00622332,0.00583037,0.00328357
3149,2.09889e+16,-0.000415424,3.15004,-0.00322719,-0.00948523,-0.00028681,0.00294902
3150,1.37426e+16,1.28397,2.4454,0.056585,-0.00804289,0.00715412,0.00251938
3151,1.30692e+15,-2.94235,0.683889,0.107338,-0.00462413,-0.00897597,-7.91111e-05
3152,2.55398e+13,1.75657,-0.842885,0.597268,0.00415198,0.0104163,0.00251223
3153,2.21882e+15,-1.565,2.01298,-0.260007,-0.00714794,-0.00883473,-0.00250601
3154,1.69834e+16,1.30148,4.22284,-0.502148,-0.00648494,0.00410738,-0.000643365
3155,2.8997e+15,-1.61867,1.64796,0.53797,-0.0079041,-0.00840087,0.002061
3156,1.95483e+16,-2.46219,2.09002,-0.0978924,-0.00535781,-0.00785275,-0.000728984
3157,2.75478e+15,1.75195,-2.26912,-0.189331,0.00699597,0.00600333,0.00227965
3158,1.92961e+15,2.69072,-0.808953,0.0595123,0.00196775,0.0101331,0.00165063
3159,1.60623e+15,1.81718,2.28772,0.0253945,-0.00801823,0.00685364,-9.04207e-05
3160,7.31107e+15,2.77074,-1.2691,0.510693,0.00369683,0.00880922,-0.000104403
3161,3.21633e+15,-0.498597,2.41068,-0.595535,-0.0107014,-0.00333426,0.000497973
3162,1.14279e+15,2.31508,-0.729571,-0.164964,0.00174178,0.0107741,-0.000250524
3163,4.20169e+16,-2.15513,2.43011,0.411855,-0.0072258,-0.00392557,-0.00372457
3164,7.26191e+15,-0.475795,-2.36668,0.566937,0.0111501,-0.00200821,-0.00194648
3165,4.67139e+15,2.23678,-1.7204,-0.0494426,0.00738312,0.00750888,-4.05497e-05
3166,1.83448e+15,1.84473,1.88094,-0.0774255,-0.00815366,0.00815371,-0.000143338
3167,7.57136e+14,2.0941,1.11884,-0.0552423,-0.00638722,0.00931207,0.000620433
3168,1.96483e+15,-3.03089,-0.153224,0.0258746,0.000628736,-0.00973826,0.000350694
3169,2.90176e+15,0.491317,-2.82626,-0.668921,0.00893026,0.00247679,-0.000728615
3170,3.0166e+15,2.55068,0.945863,-0.115502,-0.00231017,0.0108125,-0.00014576
3171,4.46251e+15,-2.49822,-2.03291,-0.649883,0.00598818,-0.00626297,-0.00111723
3172,3.17098e+15,-0.9969,-2.82208,-0.431855,0.00909036,-0.00362394,0.0005006
3173,3.46948e+15,0.260979,3.70484,-0.0945182,-0.00807046,0.00129758,0.00018796
3174,2.84077e+14,1.52713,-0.757584,0.453478,0.00612274,0.0105919,-0.00509981
3175,3.10971e+15,-2.30297,-0.6266,1.26662,0.00111259,-0.0102351,-0.00116151
3176,4.06888e+15,2.84017,-1.13961,0.20307,0.00287018,0.00905567,0.00152151
3177,1.76084e+13,1.50825,3.30837,-0.0564088,-0.00432088,0.00324025,0.000250696
3178,3.24698e+17,4.44109,3.32001,-1.41717,-0.00301958,0.00630479,0.00171728
3179,1.14725e+15,1.64816,0.139685,-0.617427,-0.00278363,0.0126384,-0.00339215
3180,3.77965e+15,2.34755,-0.61041,-0.0284453,0.00142388,0.0113881,0.00161003
3181,1.32293e+16,0.628348,-3.10604,0.1544,0.00888744,0.00235737,0.00136957
3182,1.0534e+16,3.70778,-0.849007,0.296137,0.000838794,0.00885308,-0.000542198
3183,6.75703e+15,2.17865,1.50122,0.378007,-0.00540675,0.00967012,-0.000559291
3184,2.92536e+15,-2.42449,2.06167,-0.0151339,-0.00725617,-0.0064373,-0.00110906
3185,2.90065e+15,-2.81882,0.941736,0.0677567,-0.00453894,-0.00931813,0.000514272
3186,6.81709e+16,0.278919,4.92346,-0.272851,-0.00786422,0.000578897,-0.00107174
3187,4.38629e+15,2.16496,1.55493,-0.447655,-0.00682624,0.00766214,-0.00148755
3188,1.8397e+16,2.85065,-1.20756,-0.399943,0.00331599,0.00872378,-0.00149178
3189,3.73188e+15,-1.73834,-2.24419,-0.013067,0.0080631,-0.00623307,-0.000470957
3190,2.19314e+15,-3.49843,0.446528,-0.12805,-0.00133896,-0.00759384,0.0014494
3191,3.47692e+15,2.78129,0.302489,-0.46894,-0.0030859,0.00953343,-0.000359961
3192,6.11561e+15,2.7,-0.994562,0.388288,0.00293497,0.0096742,-0.00124612
3193,6.01871e+15,-2.03061,-2.0464,0.026084,0.00756821,-0.00675785,-0.00260013
3194,6.54272e+15,-0.372705,-2.54319,0.439374,0.010486,0.000488913,-0.00181061
3195,3.16742e+15,-1.11786,-2.26317,0.283474,0.00917056,-0.00575996,0.00186813
3196,2.52437e+15,1.88645,-0.631727,0.0724966,0.00459143,0.0119155,-0.00155366
3197,2.99885e+15,2.17136,-1.58051,-0.462853,0.00644662,0.00751151,-0.00196444
3198,3.15783e+15,2.87327,0.933651,-0.535639,-0.00348627,0.00903953,-0.000661073
3199,2.81339e+15,-1.98144,-2.07264,0.233181,0.00714274,-0.00766008,0.000499809
3200,3.03123e+13,1.68767,-0.71958,-0.520209,0.00561632,0.0100726,0.00368037
3201,4.31602e+15,2.34505,2.01573,-0.192236,-0.00631909,0.00710592,-0.00157674
3202,2.87064e+15,1.80833,2.63546,0.393827,-0.00669613,0.00585879,-0.000117732
3203,8.25537e+15,3.04915,-0.196094,0.374792,0.00071107,0.00954948,-0.000911745
3204,2.40758e+15,-0.354295,-2.7472,0.0903307,0.00954749,-0.002816,0.00109806
3205,1.63267e+16,2.4311,1.88959,-0.563358,-0.00540277,0.00785996,0.000664839
3206,1.87964e+17,-1.55224,4.54698,0.746408,-0.00773144,-0.00170194,-0.00152237
3207,6.5708e+15,2.16006,2.02707,0.00973958,-0.00772469,0.00688199,0.000316978
3208,2.60519e+16,2.22143,0.940473,0.318373,-0.00464286,0.00990007,0.00316648
3209,1.67665e+15,1.74251,2.25824,0.00706563,-0.00672117,0.008255,4.13405e-05
3210,1.3167e+16,-2.9515,1.23378,-0.509019,-0.0025319,-0.00923084,-2.31074e-05
3211,3.89778e+15,2.58102,1.55635,-0.595148,-0.00521549,0.00823007,0.000320153
3212,1.09524e+15,0.812949,1.50591,0.168571,-0.00899477,0.0105358,-0.00467111
3213,2.03872e+15,2.62724,-0.176862,-0.43001,0.0004755,0.0109768,-0.00115293
3214,2.41293e+15,-1.68224,2.67173,-0.145527,-0.00815608,-0.00471458,-0.00144821
3215,7.62966e+14,-2.09872,-2.03014,-0.280144,0.00613988,-0.00683203,-0.00130231
3216,2.44159e+15,0.912485,2.5299,0.0392149,-0.00896374,0.00465699,-0.000564772
3217,3.23476e+15,0.839866,2.27036,0.0240933,-0.0101447,0.00590464,-0.00219185
3218,1.40214e+15,-2.88255,1.1249,-0.269721,-0.00268431,-0.00819117,0.00189621
3219,4.66647e+15,-2.71399,-0.940626,-0.1231,0.00389275,-0.00949667,-0.00186107
3220,4.89996e+15,-2.5556,-2.20481,0.0730445,0.00689892,-0.00584557,0.000108922
3221,5.02748e+15,1.93776,2.49623,0.47973,-0.00753664,0.00564745,-0.000644245
3222,2.49573e+15,-1.892,2.46068,-0.21957,-0.00808766,-0.00517259,-0.00135232
3223,7.15873e+15,-1.82673,2.4423,-0.36238,-0.00853594,-0.00470273,0.00118404
3224,3.98733e+15,2.88255,-1.00487,-0.495583,0.00111992,0.00866239,0.000612511
3225,1.39439e+15,-2.20507,-0.0909782,0.162822,-0.00114557,-0.0125933,0.000819719
3226,3.41636e+15,2.49861,-0.964718,-0.460248,0.00484407,0.0088575,-0.0016381
3227,1.8829e+15,-2.07308,1.92343,-0.0827812,-0.00596537,-0.00708329,0.00055229
3228,2.22616e+15,2.29244,-2.0002,-0.37979,0.00484778,0.00778795,0.000672513
3229,1.84772e+15,-2.49024,1.51052,0.489651,-0.00289276,-0.00928021,0.000315444
3230,3.82806e+15,1.84739,-2.55316,-0.252821,0.00714363,0.00559994,0.00140938
3231,1.97805e+15,-2.0796,-2.9385,0.00986237,0.00734929,-0.00408937,-5.84852e-05
3232,2.66892e+15,-0.143476,-3.18352,-0.531443,0.00913614,0.000347934,0.000285906
3233,2.76114e+15,1.79808,2.32502,-0.0786911,-0.00731277,0.00591358,0.000757602
3234,2.09009e+15,-2.97859,1.28894,-0.313261,-0.00422218,-0.00806669,0.00125032
3235,1.58784e+15,2.2906,1.02406,-0.151118,-0.00426479,0.010968,2.0792e-05
3236,3.34205e+15,-1.33767,2.99833,-0.263242,-0.00849369,-0.00298469,0.00156807
3237,8.22609e+15,0.603728,3.14139,0.69118,-0.00807991,0.00215239,-0.000221262
3238,1.76446e+16,2.44023,-1.25938,0.391288,0.0054531,0.00906388,-0.00195277
3239,3.98308e+15,-2.11794,1.72287,0.280534,-0.00751229,-0.00658039,0.00236414
3240,3.58952e+15,1.23565,1.3833,-0.212912,-0.0103111,0.0100795,-0.000260878
3241,3.58457e+15,-2.89463,0.94007,0.257724,-0.0029011,-0.00828413,-0.00215923
3242,2.09657e+15,2.20661,-2.44641,0.0482853,0.00563264,0.00717575,-0.000158983
3243,2.52303e+16,-2.76762,-1.22515,-0.507149,0.00302543,-0.0092033,0.00264668
3244,2.36474e+15,-2.60504,-2.52914,0.0907156,0.0061236,-0.00570259,0.00014014
3245,1.87962e+15,0.490782,2.48815,-0.0312084,-0.0117028,0.00161775,0.000530194
3246,1.48114e+15,-0.490959,-2.78603,0.0705714,0.0101907,-0.00117786,-0.000554679
3247,1.82708e+16,1.13902,2.4213,0.286789,-0.00966607,0.00357307,-0.00194287
3248,1.7413e+15,-1.74481,-2.01093,0.0475279,0.00863219,-0.00733142,0.000108633
3249,3.59084e+15,-1.92493,-2.09654,0.0498201,0.00863044,-0.00629065,1.95348e-05
3250,3.70116e+15,2.54153,0.768886,-0.126521,-0.00429866,0.00949979,-0.00157687
3251,1.98782e+15,1.16204,-1.75922,0.219149,0.010835,0.00734,-0.00088254
3252,7.26258e+14,1.31044,-2.33835,-0.161432,0.00770618,0.00561873,0.00160681
3253,9.72065e+15,-1.14356,-2.74313,0.181572,0.00863886,-0.00292042,-0.002482
3254,5.77614e+15,2.31403,1.01197,0.00539196,-0.00492994,0.0106847,5.10483e-05
3255,2.62955e+15,0.36387,-2.93813,0.0517939,0.00959583,0.00333872,-0.000150329
3256,1.00104e+11,0.2171,1.00854,0.021559,-0.0197061,0.00150693,-0.000343286
3257,3.29747e+15,-0.76182,2.49642,-0.213356,-0.0103562,-0.00392954,0.00080366
3258,1.73038e+16,-1.85355,-2.65435,-0.767847,0.007912,-0.00461806,-0.000954154
