id,mass,x,y,z,vx,vy,vz
9661,8.4269e+14,2.91082,1.84849,1.03621,-0.0048147,0.00692195,0.00086204
9662,2.82247e+14,2.9268,-1.54087,-0.0548087,0.00503216,0.00780362,8.95033e-05
9663,2.99258e+14,3.45557,-0.700689,-0.153122,0.00109131,0.00857654,-0.000210011
9664,2.8949e+14,3.26918,0.257036,-0.11001,0.000405173,0.00936632,9.63528e-05
9665,4.76633e+14,3.4623,0.743626,-0.330216,-0.00277749,0.00801658,-0.00136437
9666,1.05043e+16,0.185621,4.89391,-1.52586,-0.00741621,0.000867713,0.00131452
9667,2.33776e+14,3.46534,0.451131,-0.144375,-0.00161086,0.00856735,-0.000735292
9668,1.91913e+14,3.49151,-0.574217,-0.0424999,0.00207263,0.00842058,2.78442e-05
9669,2.08586e+14,3.17353,1.21826,-0.141624,-0.00225203,0.00877042,-0.000260668
9670,5.6947e+14,3.07517,-0.990412,-0.0645232,0.00285684,0.00867616,-0.00257938
9671,1.36152e+14,2.56595,-1.52912,-0.104544,0.0060613,0.00823091,7.04533e-05
9672,7.97313e+15,-0.783756,5.24217,-0.51306,-0.00671356,-0.000252929,0.00296769
9673,7.10227e+15,0.668676,5.08185,0.384158,-0.00717801,0.00111993,-0.00180992
9674,6.25841e+14,2.82785,-0.509734,-0.844871,0.00159506,0.0100088,-0.00135839
9675,2.0906e+14,3.31982,-0.0574549,-0.386068,0.000502325,0.0091684,0.000705478
9676,1.22903e+15,0.62436,3.05463,-1.29116,-0.00889494,0.00213753,6.38176e-05
9677,7.02806e+14,-3.42002,0.934177,0.309442,-0.00229314,-0.00866507,0.00138593
9678,2.59338e+14,3.37029,0.471589,0.497175,-0.00089065,0.00890684,0.000366942
9679,3.16314e+14,2.5984,1.60044,-0.550801,-0.00436184,0.00894353,-0.000263636
9680,5.06302e+14,2.42869,1.75924,-0.846089,-0.00595476,0.00790497,-0.000346087
9681,4.16748e+14,3.17588,-0.346435,-0.60442,0.00167018,0.00912754,0.00192223
9682,4.61445e+15,0.237744,5.1464,0.322345,-0.00723423,0.000157042,0.00217087
9683,2.46977e+15,0.222746,4.66392,0.355968,-0.00827271,0.000425707,0.00032147
9684,7.47669e+15,0.902035,4.92739,1.17564,-0.00744568,0.000712484,0.00119304
9685,1.41247e+13,1.65096,0.697595,-0.885311,-0.00587301,0.010394,-0.00191082
9686,2.95409e+15,1.24517,4.9827,-1.4213,-0.00720332,0.00149372,-0.000383772
9687,3.33759e+15,1.22719,4.43227,-0.448121,-0.00794563,0.00243471,-0.000653482
9688,3.55594e+15,1.45889,4.82938,-0.495105,-0.00736068,0.00211987,-0.000409743
9689,4.90151e+15,-1.61627,4.45904,-1.27748,-0.00764612,-0.00201403,0.000812794
9690,3.08911e+15,-1.01852,4.83879,-0.625041,-0.00771941,-0.00139954,3.6011e-05
9691,2.8425e+15,0.564464,5.15664,0.387329,-0.00747315,0.00112986,0.000561062
9692,1.37067e+15,-0.791934,-3.19694,-0.270006,0.00973681,-0.00235062,-0.00110529
9693,1.67362e+15,0.63426,4.61569,-0.115126,-0.00805181,0.00159949,-0.000166709
9694,1.69228e+15,-3.58334,-1.13772,-0.0652317,0.00482278,-0.0074302,0.00111057
9695,5.7511e+15,1.23592,4.72223,-1.02846,-0.00740008,0.00187782,-0.00141565
9696,2.58231e+15,0.63171,4.35925,-0.289027,-0.00872237,0.0011191,0.00023088
9697,8.74546e+14,2.53999,1.14469,-0.65184,-0.00258443,0.0102144,0.0019256
9698,8.80294e+15,1.05017,4.6125,-1.22596,-0.00772199,0.00118584,-0.00149478
9699,3.03615e+14,2.71743,0.89694,0.134391,-0.00360517,0.00961751,-0.00292056
9700,3.86853e+14,-3.25741,-1.34283,-0.0324568,0.00400801,-0.00813147,-0.00079427
9701,5.70886e+15,-0.673125,4.67476,1.18196,-0.00750192,-0.001545,0.00251493
9702,4.96449e+14,2.55537,1.66293,0.0196565,-0.00649623,0.00759617,-0.00162505
9703,3.41184e+14,0.285416,3.2706,0.326533,-0.00937893,0.00108416,0.000170637
9704,3.35393e+13,-1.72427,-2.18945,0.830868,0.00895225,-0.00222022,0.000722625
9705,2.53512e+14,-3.51456,0.420553,0.138624,-0.00186665,-0.00853898,0.000201272
9706,2.8848e+15,2.81593,0.457997,-0.221076,-0.00131989,0.0112613,-0.0016342
9707,6.97923e+14,2.378,1.97645,-0.0176464,-0.00546075,0.00933141,-0.000430162
9708,2.24872e+15,-29.0559,-34.7447,15.4854,-0.00197115,-0.00171619,0.00016862
9709,3.04833e+14,-0.303547,3.13445,0.746654,-0.00966717,2.5224e-06,0.00179456
9710,5.71136e+14,-3.45591,0.588036,0.0503902,-0.00155704,-0.00859123,0.00140457
9711,4.74992e+14,2.63845,-2.02061,-0.0102691,0.00614569,0.00665992,0.00131582
9712,5.71136e+14,3.37102,-0.827374,-0.228295,0.00168278,0.00855838,0.000713077
9713,8.01587e+14,3.44229,-1.75139,-0.0719318,0.00148687,0.00754458,-0.00079029
9714,6.01515e+15,1.24267,-4.88898,0.111565,0.00741215,0.00173236,0.0010678
9715,3.06665e+14,3.27773,-1.08049,0.369124,0.00279164,0.00832673,-0.000260925
9716,3.25397e+13,-1.85962,0.802615,0.783333,-0.00471666,-0.0100239,-0.000856773
9717,9.26503e+14,-3.44525,1.03584,0.452514,-0.00394839,-0.0073756,-0.00156524
9718,1.38467e+15,-3.76168,-0.165939,-0.929871,3.95634e-05,-0.00769424,-0.000539835
9719,3.09825e+15,-2.46501,-1.56522,-0.806677,0.00485813,-0.00864991,-0.0015275
9720,5.58992e+11,-0.105987,0.902381,-0.0188,-0.0175739,-0.00664722,0.000184974
9721,2.27005e+15,-3.37794,1.03632,-0.536889,-0.00205476,-0.00778995,-0.00304987
9722,3.68203e+14,-1.00284,-3.63896,0.0984302,0.00758501,-0.00212985,0.00092098
9723,5.90516e+14,1.23362,3.35719,1.01864,-0.00802265,0.00273649,0.000883293
9724,5.00854e+12,-1.70526,0.858353,0.648941,-0.00485492,-0.0103921,0.00353055
9725,1.1261e+15,2.72219,1.48026,0.562031,-0.00602259,0.00686294,0.00229231
9726,1.54727e+13,-2.73576,-0.910054,0.0382336,0.00342911,-0.00786378,-0.000744971
9727,1.06976e+13,-2.69887,-0.00600213,-0.962151,0.00181997,-0.00863193,0.00164557
9728,1.5468e+15,0.340682,5.02048,-0.231523,-0.00769405,0.000551169,-0.000547305
9729,1.58675e+15,0.874623,-4.17581,-0.109695,0.00718301,0.00334143,0.000593506
9730,3.52613e+14,-2.17451,-3.16165,0.0336459,0.00646164,-0.00438899,-0.000123924
9731,2.07986e+15,0.331868,3.56009,-0.318146,-0.00948114,-0.000512184,0.000466729
9732,3.57697e+15,-3.45911,-0.612409,-1.42222,0.00078627,-0.00772029,-0.00183096
9733,4.65336e+15,-2.56267,2.57618,-0.439422,-0.00591513,-0.00553542,-0.00240849
9734,9.3163e+14,0.907896,-2.61337,0.11745,0.00931398,0.00398316,0.00062373
9735,9.10357e+12,1.86777,-0.0823393,-0.448819,-0.00178793,0.00502896,-0.00828124
9736,1.39641e+15,2.44648,1.20778,0.523954,-0.00425894,0.00970135,0.000320087
9737,9.06186e+14,-1.68783,-2.77737,-0.44194,0.00825989,-0.00375878,0.000445434
9738,7.32584e+14,-2.55323,-1.59428,-0.481636,0.00600369,-0.00758657,0.00197339
9739,7.80861e+14,-1.91965,2.49925,-0.0803965,-0.00721896,-0.00529224,-0.00260546
9740,1.48604e+15,-2.16841,2.32937,-0.161912,-0.00745086,-0.00571421,-0.00263922
9741,1.28484e+15,-2.34845,1.38704,-0.147674,-0.00672205,-0.00880414,0.00182969
9742,2.19849e+13,-1.34405,1.40395,0.00310026,-0.00846169,-0.00829117,-0.004165
9743,9.53367e+14,-1.06266,-3.02459,1.66757,0.00738047,-0.00359731,0.000146501
9744,1.70531e+15,-1.8815,2.91679,-1.37839,-0.00667883,-0.00463356,-0.000282299
9745,6.54379e+13,0.867801,0.615492,-0.0933316,-0.010796,0.00791702,0.000851135
9746,8.669e+12,-0.916753,-1.72768,-0.482934,0.00957592,-0.00611114,0.00262221
9747,6.0495e+12,0.117938,1.74201,0.431944,-0.0132309,0.00175852,-0.00234842
9748,1.07503e+15,-3.55028,-0.724087,-0.668952,0.000807868,-0.00812297,0.000977834
9749,2.55106e+15,-3.36382,-0.291146,0.680514,-0.000265884,-0.00889386,-0.000424408
9750,2.1001e+15,-3.17432,1.35723,-0.714765,-0.00389477,-0.00782473,-0.000515893
9751,1.34362e+15,-1.33004,-3.33246,-0.615988,0.00732143,-0.00343576,0.00114654
9752,7.34062e+15,0.646153,-4.47137,-0.298904,0.00738069,0.00051521,0.000829815
9753,8.25752e+14,-3.27966,1.2117,1.0148,-0.0033705,-0.0075393,0.00179314
9754,8.4173e+14,-2.13442,-2.77173,0.00351956,0.0072845,-0.00450685,2.21491e-05
9755,1.38065e+13,-2.04091,0.359749,-0.232363,-0.00237159,-0.0107836,-0.00358685
9756,6.40507e+14,-3.29698,-0.0182993,-0.124198,-0.00176426,-0.0089715,-0.00222634
9757,1.03266e+15,1.73958,-4.41346,0.144462,0.00626573,0.00304471,0.000812412
9758,2.58929e+12,0.205798,1.53713,-0.275346,-0.0129628,0.00446846,-0.00157402
9759,1.41096e+14,-1.53464,-1.69962,0.0986318,0.00989032,-0.0041515,0.00366117
9760,1.46941e+12,-0.705682,-1.34282,0.0950952,0.00644741,-0.00610133,-0.0104342
9761,9.09794e+14,-0.238796,-2.7104,-0.501977,0.00994824,0.00150687,-0.00425018
9762,9.8513e+10,-0.553957,0.285639,0.0912452,-0.0207621,-0.0143299,0.00284962
9763,7.42914e+14,-0.608422,-2.17147,-0.655749,0.0108337,-0.00310759,-0.00238751
9764,1.87225e+15,-1.70827,2.12896,-0.826041,-0.00733887,-0.00762578,-0.00176654
9765,9.49981e+14,2.80459,-0.349655,0.0067296,0.00255426,0.00941577,0.00160891
9766,1.14603e+15,-1.32032,2.8532,0.0627519,-0.00886351,-0.00299484,0.00302289
9767,1.68655e+15,-2.16271,2.27647,-0.284408,-0.00714602,-0.00646914,-0.00210016
9768,1.16769e+15,-3.26843,1.09812,-0.531248,-0.00267158,-0.00890216,-5.82988e-05
9769,1.77739e+15,-2.27908,1.54215,-0.790862,-0.00596005,-0.00891933,-0.000591694
9770,8.98895e+14,0.178987,-3.40723,-0.403307,0.00847848,0.000470522,0.00124342
9771,1.38702e+15,-3.34776,0.126041,0.153401,-0.000244334,-0.00914546,-0.000332109
9772,2.57172e+15,-2.2299,0.947695,-0.251009,-0.00591959,-0.0108003,0.000537746
9773,7.94638e+14,-2.87542,-0.736848,-1.05097,0.00256819,-0.00934575,-0.000910441
9774,2.56465e+15,2.03919,-1.50707,-0.513378,0.00595781,0.00926557,-0.00222734
9775,1.0081e+15,-3.29345,1.45901,0.809743,-0.00307286,-0.00685089,0.00348635
9776,2.01605e+15,0.71128,3.20215,-0.603105,-0.008854,0.0018581,0.00223111
9777,1.62775e+15,-2.63356,1.1532,0.476121,-0.00419384,-0.00871611,0.00427188
9778,2.97408e+15,-2.83348,0.383686,-0.844765,-0.00252294,-0.0100093,-1.68103e-05
9779,9.69362e+14,-2.97206,0.870064,-0.836516,-0.00237434,-0.00932544,0.000409471
9780,4.98477e+14,2.70392,-2.34393,0.520935,0.00564452,0.00655997,-0.000441167
9781,1.90433e+15,-3.12844,1.5321,-0.791254,-0.00409201,-0.0074336,-0.00162651
9782,1.35677e+15,-1.37612,3.27902,-0.483638,-0.00718562,-0.00413936,-0.00162498
9783,1.71339e+15,2.99473,-1.67487,0.652371,0.00464313,0.00766449,-0.000652538
9784,4.26938e+13,-0.582325,1.82104,-0.0734561,-0.0114118,-0.00290352,-0.00464651
9785,1.478e+15,-3.28994,0.425237,-0.132582,-0.00316801,-0.00865389,-0.00150096
9786,1.16143e+15,-2.50413,2.41915,-0.904401,-0.00643139,-0.00562166,-0.000807558
9787,9.09214e+14,0.049544,-3.79296,0.130036,0.00893333,-0.000650713,-0.000549573
9788,9.72794e+14,-2.99852,1.91053,-0.215109,-0.00406481,-0.00724863,-0.00251646
9789,6.71367e+14,-3.16517,1.57531,-0.271248,-0.00417131,-0.00728365,0.00245235
9790,4.85725e+14,-3.21506,1.49875,0.0127587,-0.00471957,-0.00735186,0.000448295
9791,9.11996e+14,-3.70036,-0.551939,0.733094,0.000547571,-0.00773228,0.00161752
9792,7.82231e+14,-0.581457,-2.92895,0.338269,0.00975999,0.000273915,-0.00176652
9793,1.05537e+15,-3.52848,0.685908,0.860116,-0.00226093,-0.00789145,0.00112004
9794,1.42963e+15,-1.01128,-3.53672,-0.504581,0.008385,-0.00173745,-0.000553732
9795,9.1718e+15,1.10725,-4.31318,0.712339,0.00692397,0.00265966,-0.000536595
9796,1.83972e+15,-1.212,-3.36639,0.268312,0.00719905,-0.00358578,0.00191041
9797,5.38068e+14,-2.82463,-0.707542,-0.287688,0.00246976,-0.0100993,-0.00156941
9798,4.15408e+14,-3.06056,1.525,0.478328,-0.00412397,-0.0078925,-0.00121114
9799,8.49674e+14,-3.33966,0.54468,0.0662274,-0.00092827,-0.00875983,-0.00237394
9800,1.02033e+15,-1.85337,-2.84222,1.64824,0.00684792,-0.00371903,0.000800682
9801,7.35431e+14,-2.0945,-2.52062,-0.4797,0.00581654,-0.00650968,-0.00271251
9802,8.99397e+14,-2.66857,-2.71677,0.277135,0.00462633,-0.006206,-0.000356219
9803,9.30752e+12,1.37446,0.811846,-0.799755,-0.00620504,0.0114557,-0.00189062
9804,2.93252e+15,1.86669,-3.90056,0.412337,0.00633339,0.0045045,0.000566974
9805,1.12393e+13,-1.85804,-0.535421,-0.590616,0.00301102,-0.0112351,0.00221112
9806,4.25982e+15,2.63548,1.52243,-0.482383,-0.00382058,0.0101395,-0.000470711
9807,2.41688e+13,1.89885,0.0111748,0.6287,0.000167087,0.0119136,0.001501
9808,1.0134e+13,-0.963182,1.7871,-0.625671,-0.0100508,-0.00470451,0.0030214
9809,1.36131e+13,-0.638796,1.69174,-0.156177,-0.0120194,-0.0048451,-0.00381758
9810,9.00149e+14,-3.82784,0.688827,-0.459226,-0.00211644,-0.00771536,0.00069225
9811,4.36364e+13,-2.94733,-0.749558,-0.244212,0.00306631,-0.00759944,0.000405403
9812,4.11852e+15,1.96235,-5.14628,0.365783,0.00607756,0.00326742,0.00129773
9813,2.53081e+14,1.14222,-2.8169,0.243329,0.00935382,0.0036022,0.000418521
9814,8.71104e+14,2.42441,-0.154309,-0.599662,0.0014299,0.0117634,-0.000705419
9815,1.88863e+15,0.261264,-3.08789,0.492585,0.00719544,0.00100718,0.00500412
9816,7.61169e+14,1.87931,2.77542,-0.346594,-0.00787348,0.00463837,0.000380413
9817,1.11622e+15,1.22362,3.19204,-0.273306,-0.00774806,0.00214947,-0.00385173
9818,1.07814e+15,-1.6777,-2.66021,0.425993,0.00800611,-0.00426067,-0.00227002
9819,1.86765e+14,1.92197,2.81272,0.180518,-0.00663629,0.00613467,-0.000403484
9820,9.40129e+14,-2.23129,1.13106,-0.26029,-0.00412063,-0.0110034,-0.00217064
9821,1.8285e+15,1.04311,2.90284,1.18272,-0.00885198,0.00309175,-0.000939122
9822,3.3936e+13,-3.1785,-0.849613,-0.300852,0.00348507,-0.00637784,-0.00012262
9823,2.44794e+15,-2.41757,1.52331,0.245893,-0.00337736,-0.00909486,-0.00456578
9824,9.23947e+14,-2.32739,1.37627,0.210056,-0.00558286,-0.0084699,-0.00219011
9825,2.73571e+12,-1.43199,-0.637846,-0.0650138,0.00195021,-0.0116504,-0.00379403
9826,2.15622e+15,0.28924,-3.4298,0.178001,0.00975429,0.000198562,-0.000193254
9827,2.04107e+15,-2.66339,2.05397,-0.0932725,-0.0054097,-0.00667237,-0.00325272
9828,3.23364e+14,1.08398,2.83202,-0.859737,-0.0091453,0.0036091,0.00102462
9829,1.8661e+12,-1.78736,-0.23687,-0.018713,0.00582728,-0.00752572,-0.00665308
9830,6.03991e+11,1.1182,-0.530026,-0.0472012,0.00713381,0.0144411,-0.000426914
9831,3.58151e+14,-2.67216,2.54402,-0.739625,-0.00586914,-0.00564394,0.000694222
9832,1.58382e+15,0.114919,-3.49358,-0.225607,0.00945459,-0.000692876,0.0017322
9833,1.07955e+15,-2.70318,2.02266,-0.647314,-0.00558602,-0.00695746,0.00152528
9834,1.07051e+15,-3.12549,-1.22422,0.563534,0.00408413,-0.00791212,-0.00073196
9835,9.21396e+14,-3.04962,1.76264,-0.194451,-0.00312624,-0.00799236,-0.00137426
9836,2.61026e+14,1.98289,2.49604,-0.0741067,-0.00800215,0.00564806,1.94623e-05
9837,1.11056e+12,-1.71527,-0.932733,-0.09734,0.00729655,-0.00668433,0.00293833
9838,1.20663e+14,-2.38947,-2.1784,-0.349788,-0.00130198,-0.00638731,0.00118279
9839,1.60834e+13,0.87126,0.834273,-0.678388,-0.0121187,0.0101413,0.00175374
9840,3.50319e+15,-0.283424,-3.32315,-0.0783011,0.00891293,-0.0011811,0.00131831
9841,1.54364e+14,-2.51867,-2.15867,-0.15564,0.00579134,-0.007268,-0.000188163
9842,1.65042e+16,1.13693,-4.85444,0.996505,0.00675119,0.000699768,-0.0034946
9843,2.40063e+14,-2.98667,1.4216,0.298585,-0.00507721,-0.00803887,0.00142257
9844,1.56166e+16,1.45477,-4.93476,0.367218,0.00679377,0.00173095,-0.00287842
9845,5.08304e+12,0.0247481,1.81351,0.255815,-0.0127708,0.000348903,-0.00377059
9846,1.09038e+13,-1.74221,0.364821,-0.584721,-0.00319616,-0.0124378,-0.00142939
9847,4.60005e+12,-0.29144,-1.10459,-0.348487,0.0165566,0.000741532,0.00604036
9848,1.07386e+13,-2.07338,0.0655437,-0.338777,-0.000531575,-0.0109811,-0.00318536
9849,8.4077e+14,2.92127,1.32608,-0.965865,-0.0039046,0.00832916,-0.000482748
9850,3.82193e+13,-1.00068,-1.27934,-0.486641,0.00859921,-0.011336,0.00259012
9851,5.12594e+14,3.29157,0.129775,-0.774582,-0.000288963,0.00887982,-0.00213072
9852,8.57912e+14,1.21905,3.26425,-1.25915,-0.00729907,0.00384863,0.000327594
9853,3.54093e+14,2.38265,2.27364,-0.430324,-0.00428552,0.007939,-0.00277763
9854,4.16782e+15,1.5491,4.72269,0.835372,-0.00748492,0.00149187,0.00103372
9855,3.28335e+14,3.0528,2.04477,-0.397248,-0.00459684,0.00657039,-0.00207533
9856,3.72457e+14,1.27837,3.47434,-0.564067,-0.00765829,0.0025916,-0.000814729
9857,3.96889e+15,0.805009,5.16615,-0.90428,-0.00722862,0.00112113,-0.000739474
9858,1.05127e+14,1.50004,2.93058,-0.77723,-0.0070281,0.0057049,0.00121245
9859,2.10581e+14,3.09769,0.627192,-0.491709,-0.00110053,0.00951845,0.00123422
9860,7.32802e+14,-3.04555,-1.36,0.693532,0.00469567,-0.00817667,0.000743181
9861,2.41209e+14,-3.00478,2.30754,-0.0941512,-0.00528452,-0.00597805,0.00129237
9862,2.82622e+14,-2.23951,2.81605,-0.506883,-0.00679283,-0.00481691,0.00182451
9863,1.35809e+15,2.8648,0.536714,-0.21965,-0.00222054,0.0109305,-0.00128671
9864,2.49437e+14,-1.64892,2.51951,-0.205077,-0.00881862,-0.00535943,0.000964183
9865,6.37411e+12,-0.601608,-0.790418,-0.0111113,0.00867449,-0.0135379,0.00692351
9866,1.62001e+14,-3.33734,-0.835199,0.0113245,0.00126296,-0.00891063,-5.57876e-06
9867,1.29151e+14,-2.80337,-2.63778,0.000711118,0.00552487,-0.00552726,-0.00035953
9868,8.69877e+14,-2.72819,1.57186,0.0778621,-0.00495122,-0.00781976,-0.00185257
9869,2.97687e+15,-1.7691,-2.71968,0.598032,0.00713246,-0.00547074,0.00224265
9870,6.45493e+14,-3.07231,-1.38795,1.81849,0.00328965,-0.00706725,-0.0015547
9871,6.86757e+14,2.34352,-2.53377,-0.64552,0.00635618,0.00535407,0.00227789
9872,7.55125e+14,2.92938,-1.03804,-0.589657,0.00184425,0.00890937,-0.00312355
9873,4.38132e+14,3.56423,-0.0595773,-0.189799,0.000771946,0.0075073,-0.00400884
9874,3.36604e+14,3.08682,-0.260852,0.322355,0.00123555,0.00967381,-0.00133323
9875,7.39166e+14,3.03842,-0.631687,-0.366709,0.0025177,0.00898387,-0.00307597
9876,4.03082e+14,3.49262,0.565461,0.525768,-0.00125194,0.00826279,0.00172569
9877,2.97815e+14,3.20754,-0.238898,0.558911,0.00182588,0.00894798,-0.00243723
9878,5.27981e+14,-3.48511,-0.383106,-0.131328,0.00237467,-0.00820143,-0.00220369
9879,8.70613e+14,-3.17674,-2.30648,0.573291,0.00442693,-0.00666104,0.001221
9880,1.16465e+13,-3.18617,-1.55452,-0.130779,0.0034025,-0.00634213,0.000467282
9881,2.77706e+15,-2.24683,2.81265,-0.536865,-0.00459895,-0.00599652,0.00367373
9882,4.12259e+14,-3.6095,0.196975,-0.0420836,-0.00164042,-0.00813542,-0.00206708
9883,1.19385e+15,2.53383,-3.52381,0.187151,0.00666477,0.00398888,-0.000374375
9884,5.66115e+13,-2.63085,1.45883,1.05351,-0.00449046,-0.0063814,-0.00140704
9885,1.98866e+13,1.28263,-0.970184,0.756761,0.00709117,0.0109827,0.000121522
9886,8.97451e+13,-1.64842,-0.424327,-0.664227,0.00406203,-0.0121491,-0.000964981
9887,5.5881e+14,2.54007,1.68807,0.0271018,-0.00560568,0.00937913,-7.55233e-05
9888,1.05147e+15,-2.67717,-0.209641,0.407187,0.00305218,-0.0104963,-0.00227946
9889,6.29449e+15,3.06744,-3.59305,-1.01289,0.00483103,0.00531201,-0.00369075
9890,1.20348e+14,2.60703,2.1319,-0.148039,-0.00458008,0.00795518,-0.000122865
9891,9.32621e+12,-1.12105,-1.59184,0.326495,0.00831258,-0.00749635,-0.00424964
9892,5.96711e+14,-3.3753,0.71333,-0.658578,-0.00194156,-0.00827994,0.00228254
9893,2.22814e+14,-2.92886,-0.949414,0.0792569,0.00149349,-0.00941366,-0.00303428
9894,7.06857e+14,-3.1639,0.799632,0.72794,-0.00413021,-0.00820716,-0.00170411
9895,2.76326e+15,1.95155,-3.27108,0.039984,0.00618587,0.00636314,-0.000586029
9896,8.96891e+14,-1.96237,-2.64012,-0.94826,0.00653764,-0.00592721,0.000480815
9897,1.07701e+15,1.15706,-2.70604,-0.820121,0.00915163,0.00319568,-0.000950504
9898,1.72537e+15,0.278105,3.00824,1.22783,-0.00952879,0.000463391,0.000188042
9899,1.29441e+15,2.44575,1.36832,0.0798961,-0.00628059,0.0078267,0.00128538
9900,9.68571e+14,-3.06416,-0.401269,1.28509,0.00117955,-0.00907581,-0.00030708
9901,8.72824e+14,2.74614,0.527335,-0.269447,-0.000837339,0.0104783,-0.000541471
9902,1.58528e+15,-2.5352,0.884997,0.416477,-0.00452554,-0.0102616,-0.00116686
9903,5.86914e+12,-0.873196,-1.70905,-0.204701,0.00994875,-0.00616884,0.00342572
9904,8.20787e+14,0.501128,-3.3246,0.408375,0.00779437,0.00262595,0.00290054
9905,1.51285e+15,-2.24265,-0.15172,-0.40357,-0.000998038,-0.012525,-0.00130547
9906,6.83827e+12,-1.6612,-0.882927,0.259791,0.00618839,-0.00992104,0.00459922
9907,2.73157e+15,-1.16647,3.31847,0.528804,-0.00819306,-0.00293875,0.000841331
9908,1.11044e+15,-3.24066,-0.346654,-0.708943,0.00048,-0.00918753,-0.000797097
9909,1.87511e+15,-2.34821,-2.2207,1.13593,0.00545547,-0.00675335,-0.00178084
9910,1.64982e+15,-1.83455,-2.92632,-0.978624,0.00640938,-0.00507674,0.00171915
9911,4.3272e+14,-1.87507,2.37986,0.0452142,-0.00857383,-0.00578456,-7.48956e-05
9912,8.69386e+14,-1.29312,-3.30822,1.12128,0.00697979,-0.00265545,0.00275025
9913,8.28124e+14,-2.45195,-2.03896,-0.540302,0.00543512,-0.00753921,-0.00186131
9914,9.3086e+14,-2.97621,0.350943,-1.02502,-0.00105073,-0.0095403,-0.00177484
9915,1.30049e+15,-3.13648,0.249762,-0.670108,-0.000812228,-0.00960049,-0.000760096
9916,5.15593e+14,-3.17375,1.12263,0.482136,-0.0032696,-0.00845808,0.00129833
9917,4.3546e+15,-3.20988,0.51843,0.203699,-0.00325957,-0.00817587,-0.00379237
9918,2.83382e+15,-1.8719,-2.85618,0.550517,0.00646071,-0.00584285,-0.00104496
9919,8.23125e+12,-1.2115,1.36566,0.0766456,-0.00959584,-0.00849713,-0.003883
9920,2.24919e+15,-1.41026,-2.3721,-0.07595,0.00821005,-0.00762143,-0.00202988
9921,1.1866e+15,2.60245,-1.79312,0.294494,0.00310246,0.00877771,0.00089091
9922,1.15816e+15,2.83985,-2.20211,0.329784,0.00494439,0.00644445,0.0011241
9923,1.21641e+15,2.19495,-2.77893,-0.90029,0.00638564,0.00485855,0.000675147
9924,1.36769e+15,3.0959,-2.05847,1.24723,0.00437045,0.00575957,0.00158834
9925,1.18871e+15,-2.31729,-2.96802,-0.595998,0.00592897,-0.00507643,-0.000639505
9926,7.84205e+14,-1.15209,-3.05696,-0.0621968,0.00828149,-0.00393049,-0.0018718
9927,4.22314e+13,-2.82024,-1.01504,-0.424095,0.00290565,-0.00709873,0.0032836
9928,3.32438e+15,-0.0391572,-3.20609,-0.921584,0.00865847,7.95921e-05,-0.00268995
9929,8.79479e+14,1.02212,2.05209,0.33913,-0.0109938,0.00503819,-0.000220399
9930,2.00233e+15,-3.24604,0.130743,0.489803,-0.00164161,-0.00852777,-0.00142373
9931,1.56923e+15,0.69343,-2.37479,-0.678527,0.0105224,0.00212353,-0.00216338
9932,1.46511e+15,2.78879,-0.309895,-0.632898,0.00109843,0.0101965,-0.000126058
9933,1.07277e+15,-2.42184,2.17548,0.912532,-0.00506985,-0.00748827,0.00138584
9934,2.31733e+15,-0.846945,-3.43257,-0.0824542,0.00765304,-0.00189153,-0.00282173
9935,1.15609e+15,-1.18603,-3.07143,-0.0680097,0.00788637,-0.00358248,-0.00284926
9936,9.17832e+14,-2.67049,0.359294,-1.20102,-0.00135424,-0.00903083,0.00218784
9937,8.80715e+14,0.22076,-3.24543,0.0253166,0.00913927,-0.000350574,-0.000609726
9938,7.49336e+14,-2.61793,-0.271177,-0.275621,0.00242933,-0.0112038,-0.000309493
9939,5.14382e+14,-2.28736,2.50867,-0.658019,-0.00649776,-0.0060286,-0.00150358
9940,7.68147e+14,-1.57157,2.4643,-0.358735,-0.00937543,-0.0033629,0.00170561
9941,1.65245e+15,-2.1971,1.33463,-0.332228,-0.00628591,-0.00961492,0.00253517
9942,1.43579e+15,-2.94983,-0.110018,-0.345934,0.00124208,-0.0102753,-0.00055334
9943,8.40051e+14,-2.80283,1.67181,0.478788,-0.00459537,-0.00761786,-0.00323232
9944,1.69994e+15,-3.38179,0.16067,0.287275,-0.000488341,-0.00876837,-0.00240493
9945,1.06152e+15,-2.23816,2.37962,0.433573,-0.00682053,-0.0063793,-0.00154814
9946,7.69277e+14,-3.77188,-0.126982,-0.688964,-0.000454575,-0.00712797,-0.00329314
9947,5.39673e+14,-3.22068,1.93724,-0.0914885,-0.00367172,-0.00650454,0.00333505
9948,2.4965e+14,-3.25461,1.81003,0.0147689,-0.00446136,-0.00697835,0.000234973
9949,4.85725e+14,-3.12334,0.983653,0.0692129,-0.00395622,-0.00857111,0.000962274
9950,3.55312e+14,-2.75905,1.60324,-0.0451197,-0.00568269,-0.00795185,-0.000176726
9951,3.83575e+14,-3.27377,0.940356,0.295485,-0.00271036,-0.00860973,0.000821921
9952,4.83371e+14,-3.14116,1.55411,0.31135,-0.00451683,-0.00758924,0.000149343
9953,1.60883e+14,-2.4951,1.86281,0.523169,-0.00585386,-0.00793814,0.000597709
