mass,name,position:0,position:1,position:2,velocity:0,velocity:1,velocity:2
1.98847e+30,Sun,-1.97407e-02,3.39944e-02,2.13410e-04,-1.19742e-06,2.84873e-06,1.43430e-08
3.30101e+23,Mercury,-4.05363e-01,-1.36012e-01,2.17061e-02,5.53715e-03,-2.45138e-02,-2.51128e-03
4.86732e+24,Venus,7.05367e-01,4.92154e-02,-4.14265e-02,-5.10261e-04,2.01327e-02,3.05183e-04
5.97219e+24,Earth,-2.24571e-01,9.94613e-01,1.59462e-04,-1.71223e-02,-3.64644e-03,-1.93874e-07
6.41693e+23,Mars,-1.20008e+00,1.19303e+00,5.34811e-02,-9.27669e-03,-8.78984e-03,4.35351e-05
1.89813e+27,Jupiter,3.70397e+00,3.32184e+00,-9.68637e-02,-5.09833e-03,6.02100e-03,8.90767e-05
5.68319e+26,Saturn,-8.95383e+00,-3.68640e+00,4.20309e-01,1.83991e-03,-5.15679e-03,1.62318e-05
8.68101e+25,Uranus,2.00181e+01,1.23690e+00,-2.54473e-01,-2.69670e-04,3.75011e-03,1.76303e-05
1.02410e+26,Neptune,2.59958e+01,-1.49053e+01,-2.89481e-01,1.53755e-03,2.74872e-03,-9.13277e-05
9.47000e+20,Ceres,2.78461e+00,7.01739e-01,-4.95644e-01,-2.64278e-03,9.37467e-03,7.79977e-04
1.30293e+22,Pluto,3.92903e+00,-3.17960e+01,2.26512e+00,3.17860e-03,-2.14006e-04,-8.90551e-04
1.67160e+22,Eris,8.72273e+01,3.49397e+01,-2.22099e+01,-3.29033e-04,9.28677e-04,9.03443e-04
4.00600e+21,Haumea,-4.29482e+01,-1.39858e+01,2.35162e+01,9.08540e-04,-1.96937e-03,1.45174e-04
3.10000e+21,Makemake,-4.57729e+01,2.07417e+00,2.51432e+01,-2.92553e-04,-2.17042e-03,-6.45973e-05
1.75000e+21,Gonggong,7.58494e+01,-4.12089e+01,-4.81786e+00,1.19719e-03,7.32665e-04,6.79614e-04
1.40000e+21,Quaoar,-5.65705e+00,-4.23122e+01,5.75037e+00,2.61092e-03,-2.31044e-04,9.00753e-05
1.19400e+21,Sedna,5.17824e+01,6.75706e+01,-1.79703e+01,-2.37279e-03,7.80475e-04,1.58427e-04
6.34800e+20,Orcus,-4.04045e+01,2.08488e+01,-1.53430e+01,-9.70969e-04,-1.93238e-03,-3.44139e-04
4.92200e+20,Salacia,4.04671e+01,-4.47506e+00,1.73374e+01,3.71218e-04,2.47064e-03,3.56218e-04
7.34581e+22,Luna,-9.86089e-01,-2.89713e-01,1.48272e-03,5.85059e-03,-1.62925e-02,-4.34307e-05
1.06192e+16,Phobos,-1.97100e+00,1.09345e-01,5.24074e-02,1.15171e-03,-1.12814e-02,8.22001e-05
1.44069e+15,Deimos,7.50611e-01,-1.22425e+00,-6.70021e-02,1.16407e-02,9.12683e-03,9.18011e-05
8.92968e+22,Io,3.70508e+00,3.32445e+00,-9.67555e-02,-1.42429e-02,9.94236e-03,7.24901e-05
4.79859e+22,Europa,3.69967e+00,3.32363e+00,-9.68582e-02,-8.37469e-03,-8.84664e-04,-1.40417e-04
1.48148e+23,Ganymede,3.70228e+00,3.31491e+00,-9.71410e-02,1.01660e-03,4.51589e-03,1.09498e-04
1.07566e+23,Callisto,3.69132e+00,3.32295e+00,-9.70007e-02,-5.50148e-03,1.34286e-03,-6.55123e-05
2.46564e+18,Amalthea,3.70296e+00,3.32267e+00,-9.68562e-02,-1.33038e-02,-5.69146e-03,-5.01319e-04
2.27069e+18,Himalia,3.69362e+00,3.24116e+00,-1.21720e-01,-3.52243e-03,6.18729e-03,-5.74230e-04
8.69228e+17,Elara,3.63779e+00,3.33095e+00,-6.01615e-02,-4.91804e-03,4.08155e-03,1.46088e-04
2.99734e+17,Pasiphae,3.82209e+00,3.15187e+00,7.67508e-04,-5.83137e-03,5.87121e-03,3.02589e-04
7.49334e+16,Sinope,3.58991e+00,3.24017e+00,-4.98476e-02,-6.28017e-03,6.84046e-03,-1.22913e-04
6.29441e+16,Lysithea,3.77238e+00,3.28606e+00,-1.11290e-01,-4.42055e-03,7.57938e-03,9.13475e-04
1.31883e+17,Carme,3.66670e+00,3.13463e+00,-1.43941e-01,-6.08001e-03,6.39934e-03,1.13792e-04
2.99734e+16,Ananke,3.74447e+00,3.47227e+00,-1.13721e-01,-4.15410e-03,5.42293e-03,7.22711e-04
1.09403e+16,Leda,3.75900e+00,3.36993e+00,-1.09579e-01,-6.57344e-03,7.04104e-03,-7.07872e-04
4.51704e+17,Thebe,3.70373e+00,3.32338e+00,-9.67966e-02,-1.80293e-02,3.45539e-03,-4.15496e-04
2.08262e+15,Adrastea,3.70313e+00,3.32156e+00,-9.68863e-02,-1.35303e-03,-1.15269e-02,-4.83814e-04
3.74722e+16,Metis,3.70290e+00,3.32161e+00,-9.68879e-02,1.01641e-03,-7.29746e-03,-2.97366e-04
8.69228e+14,Callirrhoe,3.63261e+00,3.26368e+00,-2.83229e-02,-6.48851e-03,7.13725e-03,1.82326e-04
6.89388e+14,Themisto,3.68756e+00,3.27770e+00,-5.83190e-02,-3.31064e-03,5.92089e-03,6.93565e-04
2.09814e+14,Megaclite,3.69566e+00,3.20601e+00,-2.23161e-02,-6.53548e-03,5.93499e-03,5.69041e-04
1.64854e+14,Taygete,3.81298e+00,3.18296e+00,-6.80520e-02,-5.81837e-03,5.21386e-03,3.47085e-04
7.49334e+13,Chaldene,3.83229e+00,3.26503e+00,-1.15029e-01,-5.94046e-03,4.87692e-03,-1.81699e-04
1.19894e+14,Harpalyke,3.79807e+00,3.42890e+00,-6.07211e-02,-4.42714e-03,4.97374e-03,6.71971e-04
1.94827e+14,Kalyke,3.87882e+00,3.23241e+00,-6.02524e-02,-5.55225e-03,5.16845e-03,-5.97323e-05
1.94827e+14,Iocaste,3.83994e+00,3.39003e+00,-1.85711e-01,-4.54947e-03,5.04658e-03,2.14268e-04
4.49600e+13,Erinome,3.80173e+00,3.42792e+00,-1.28623e-01,-4.38166e-03,4.82280e-03,3.90249e-04
7.49334e+13,Isonoe,3.61323e+00,3.18561e+00,-1.32035e-01,-6.25365e-03,6.53092e-03,2.34480e-04
4.34614e+14,Praxidike,3.82270e+00,3.22157e+00,-1.13058e-01,-5.47761e-03,5.04227e-03,7.72114e-04
8.99201e+13,Autonoe,3.62543e+00,3.46344e+00,-1.28680e-01,-4.30129e-03,6.77839e-03,-5.11895e-04
8.99201e+13,Thyone,3.77616e+00,3.17209e+00,-1.19546e-01,-6.01109e-03,5.80408e-03,7.49459e-04
8.99201e+13,Hermippe,3.75592e+00,3.19532e+00,-2.20369e-02,-6.22568e-03,5.50746e-03,2.77784e-04
4.49600e+13,Aitne,3.55681e+00,3.40922e+00,-1.39608e-01,-4.80058e-03,7.12822e-03,1.82872e-05
4.49600e+13,Eurydome,3.61132e+00,3.37876e+00,-1.12374e-01,-3.85204e-03,7.06836e-03,-6.97398e-04
4.49600e+13,Euanthe,3.77798e+00,3.23262e+00,-1.16511e-01,-6.03260e-03,5.03640e-03,1.04626e-03
1.49867e+13,Euporie,3.68733e+00,3.19600e+00,-1.14900e-01,-6.33112e-03,6.16839e-03,-7.38645e-04
1.49867e+13,Orthosie,3.56364e+00,3.39374e+00,2.74293e-03,-4.60658e-03,6.82808e-03,-1.14924e-04
1.49867e+13,Sponde,3.74091e+00,3.13824e+00,-1.85127e-01,-5.98261e-03,5.77765e-03,-1.16671e-04
1.49867e+13,Kale,3.51432e+00,3.32168e+00,-1.37978e-01,-5.18423e-03,7.06789e-03,1.89163e-04
1.49867e+13,Pasithee,3.64434e+00,3.14706e+00,-5.92080e-02,-6.02615e-03,6.60432e-03,-9.54500e-05
4.49600e+13,Hegemone,3.79730e+00,3.12708e+00,-9.14416e-03,-5.81688e-03,5.85314e-03,1.91252e-04
1.49867e+13,Mneme,3.72615e+00,3.45780e+00,-1.38940e-01,-3.98195e-03,5.49480e-03,7.14238e-04
8.99201e+13,Aoede,3.85948e+00,3.18436e+00,-1.80855e-01,-5.30595e-03,5.22898e-03,3.84497e-05
1.49867e+13,Thelxinoe,3.84447e+00,3.30660e+00,-1.46705e-01,-5.50316e-03,4.83697e-03,-3.50973e-04
4.49600e+13,Arche,3.64960e+00,3.42128e+00,-1.25040e-01,-3.68237e-03,6.99006e-03,-2.76411e-05
1.49867e+13,Kallichore,3.74693e+00,3.18691e+00,-8.01470e-02,-6.33574e-03,5.33573e-03,-1.69003e-04
8.99201e+13,Helike,3.72772e+00,3.44394e+00,-4.93252e-02,-3.69673e-03,5.75761e-03,5.29870e-04
4.49600e+13,Carpo,3.76693e+00,3.27434e+00,-2.09251e-01,-4.34952e-03,6.86560e-03,6.36215e-04
8.99201e+13,Eukelade,3.85342e+00,3.41091e+00,-1.25922e-01,-4.65472e-03,4.93719e-03,-1.55262e-04
1.49867e+13,Cyllene,3.79084e+00,3.17964e+00,-1.08941e-01,-5.59750e-03,5.05944e-03,6.80584e-04
1.49867e+13,Kore,3.81004e+00,3.21160e+00,2.89864e-03,-6.10009e-03,5.62041e-03,4.38180e-04
1.49867e+13,Herse,3.53683e+00,3.29670e+00,-6.80319e-02,-5.67171e-03,7.09684e-03,-1.43240e-04
5.52000e+12,Dia,3.77178e+00,3.25885e+00,-6.58232e-02,-4.28159e-03,7.20108e-03,5.91966e-04
5.52000e+12,Eirene,3.64731e+00,3.42407e+00,-6.83858e-02,-3.60372e-03,6.73996e-03,-1.39008e-04
2.76000e+12,Philophrosyne,3.79832e+00,3.44993e+00,-1.65320e-01,-4.31946e-03,5.27312e-03,-4.54009e-04
2.76000e+12,Eupheme,3.69836e+00,3.44038e+00,-9.57792e-02,-3.77034e-03,6.52240e-03,-7.42813e-04
1.38000e+12,Valetudo,3.69864e+00,3.44379e+00,-1.18853e-01,-6.35334e-03,6.20889e-03,-7.37491e-04
4.14000e+12,Pandia,3.77316e+00,3.33342e+00,-6.95686e-02,-5.47044e-03,7.80738e-03,-6.16918e-04
4.14000e+12,Ersa,3.63550e+00,3.31160e+00,-5.64105e-02,-4.95437e-03,4.20134e-03,1.91167e-04
3.75095e+19,Mimas,-8.95318e+00,-3.68738e+00,4.20757e-01,8.85066e-03,-1.59394e-03,-2.27996e-03
1.08032e+20,Enceladus,-8.95310e+00,-3.68516e+00,4.19583e-01,-4.57550e-03,-2.07170e-03,-9.68895e-04
6.17498e+20,Tethys,-8.95513e+00,-3.68767e+00,4.21080e-01,6.72287e-03,-9.23537e-03,1.55122e-03
1.09549e+21,Dione,-8.95176e+00,-3.68777e+00,4.20824e-01,5.12310e-03,-1.09458e-03,-2.43726e-03
2.30649e+21,Rhea,-8.95076e+00,-3.68503e+00,4.19268e-01,-5.17975e-04,-1.25575e-03,-1.79187e-03
1.34518e+23,Titan,-8.95871e+00,-3.68021e+00,4.17598e-01,-7.32584e-04,-6.65749e-03,1.04740e-03
5.55103e+18,Hyperion,-8.95146e+00,-3.67833e+00,4.16022e-01,-1.14680e-03,-4.51539e-03,-4.31033e-06
1.80567e+21,Iapetus,-8.93880e+00,-3.70434e+00,4.21464e-01,3.22954e-03,-3.96656e-03,-5.43986e-04
8.31230e+18,Phoebe,-9.01921e+00,-3.72513e+00,4.28101e-01,1.16724e-03,-4.27414e-03,1.03341e-04
1.89648e+18,Janus,-8.95487e+00,-3.68618e+00,4.20290e-01,-3.63270e-05,-1.25812e-02,4.07714e-03
5.26249e+17,Epimetheus,-8.95470e+00,-3.68689e+00,4.20643e-01,6.38390e-03,-1.20129e-02,3.14599e-03
7.12799e+15,Helene,-8.95348e+00,-3.68421e+00,4.19130e-01,-3.91125e-03,-4.25574e-03,8.48954e-05
4.04640e+15,Telesto,-8.95269e+00,-3.68789e+00,4.20944e-01,7.15385e-03,-1.96008e-03,-2.07360e-03
2.54774e+15,Calypso,-8.95575e+00,-3.68664e+00,4.20675e-01,3.10175e-03,-1.09256e-02,2.83765e-03
5.57194e+15,Atlas,-8.95413e+00,-3.68556e+00,4.19896e-01,-6.48843e-03,-7.62045e-03,2.11711e-03
1.61097e+17,Prometheus,-8.95436e+00,-3.68567e+00,4.19977e-01,-6.06188e-03,-9.03913e-03,2.81768e-03
1.39196e+17,Pandora,-8.95327e+00,-3.68717e+00,4.20658e-01,9.03594e-03,-8.93541e-04,-2.90976e-03
4.94561e+15,Pan,-8.95432e+00,-3.68709e+00,4.20716e-01,9.42538e-03,-1.02437e-02,1.94371e-03
4.94561e+15,Ymir,-9.05695e+00,-3.73078e+00,4.25473e-01,1.63170e-03,-4.20645e-03,1.17533e-04
8.24268e+15,Paaliaq,-8.83285e+00,-3.68693e+00,4.53019e-01,2.04564e-03,-4.70116e-03,5.26475e-04
2.69760e+15,Tarvos,-9.11834e+00,-3.73178e+00,5.27325e-01,1.83503e-03,-5.54218e-03,-6.53869e-05
1.19894e+15,Ijiraq,-8.97034e+00,-3.62486e+00,3.70015e-01,1.11325e-03,-5.34254e-03,6.53543e-04
2.09814e+14,Suttungr,-8.99326e+00,-3.56612e+00,4.25987e-01,2.58893e-03,-4.82861e-03,-5.33378e-05
3.29707e+15,Kiviuq,-9.02942e+00,-3.68117e+00,4.09630e-01,1.74913e-03,-5.83533e-03,-7.75166e-04
2.09814e+14,Mundilfari,-9.05434e+00,-3.72921e+00,4.00422e-01,1.66407e-03,-4.25378e-03,-1.08477e-05
2.09814e+16,Albiorix,-8.82092e+00,-3.65774e+00,3.29712e-01,1.60497e-03,-4.71567e-03,1.53537e-04
3.14720e+14,Skathi,-8.90584e+00,-3.79844e+00,4.15929e-01,1.32676e-03,-5.55150e-03,4.04736e-04
7.64321e+14,Erriapus,-8.88218e+00,-3.75953e+00,4.10796e-01,1.94867e-03,-4.31794e-03,-4.35649e-04
3.89654e+16,Siarnaq,-8.92238e+00,-3.80804e+00,3.12151e-01,2.30399e-03,-4.96754e-03,-2.12358e-04
2.09814e+14,Thrymr,-9.03077e+00,-3.70971e+00,4.27673e-01,1.80964e-03,-3.94284e-03,2.97781e-05
3.44694e+14,Narvi,-9.06632e+00,-3.61435e+00,4.94515e-01,2.36919e-03,-4.82063e-03,2.44996e-04
8.99201e+12,Methone,-8.95511e+00,-3.68648e+00,4.20476e-01,2.71316e-03,-1.23123e-02,3.64719e-03
3.29707e+13,Pallene,-8.95409e+00,-3.68765e+00,4.20987e-01,9.28518e-03,-6.63207e-03,3.34177e-05
4.49600e+12,Polydeuces,-8.95326e+00,-3.68857e+00,4.21398e-01,7.52536e-03,-4.14808e-03,-1.07242e-03
7.79308e+13,Daphnis,-8.95466e+00,-3.68588e+00,4.20118e-01,-2.70852e-03,-1.16789e-02,3.87560e-03
2.59900e+14,Aegir,-8.90414e+00,-3.76855e+00,4.00319e-01,9.17980e-04,-5.66315e-03,-1.76080e-05
2.59900e+14,Bebhionn,-8.87372e+00,-3.58733e+00,3.40853e-01,1.24611e-03,-5.08446e-03,-1.51009e-04
2.59900e+14,Bergelmir,-8.83651e+00,-3.72223e+00,3.79531e-01,1.67713e-03,-5.92802e-03,-1.67648e-04
4.14000e+14,Bestla,-8.79463e+00,-3.70664e+00,3.44862e-01,1.59341e-03,-5.57718e-03,3.27264e-04
1.49500e+14,Farbauti,-9.00702e+00,-3.79837e+00,3.67506e-01,1.21630e-03,-4.66485e-03,5.32310e-05
7.82000e+13,Fenrir,-9.08563e+00,-3.67477e+00,4.58582e-01,2.01804e-03,-4.36199e-03,4.80275e-05
8.28000e+12,Fornjot,-9.02238e+00,-3.48849e+00,4.26814e-01,2.33441e-03,-4.99492e-03,-1.06225e-04
2.59900e+14,Hati,-8.94501e+00,-3.52238e+00,3.76105e-01,2.37891e-03,-5.39645e-03,-2.05679e-05
2.59900e+14,Hyrrokkin,-8.85030e+00,-3.80885e+00,4.93235e-01,1.47300e-03,-5.51004e-03,-5.57762e-05
2.59900e+14,Kari,-8.81940e+00,-3.82527e+00,3.77194e-01,1.70791e-03,-5.61093e-03,2.45139e-04
2.59900e+14,Loge,-9.11304e+00,-3.70256e+00,4.33237e-01,1.60595e-03,-4.49523e-03,-1.20506e-04
2.59900e+14,Skoll,-8.87412e+00,-3.67351e+00,3.83642e-01,2.47939e-03,-6.04096e-03,-3.85260e-05
2.59900e+14,Surtur,-8.87908e+00,-3.53102e+00,4.01577e-01,2.18674e-03,-5.70217e-03,-7.72080e-05
1.49867e+12,Anthe,-8.95262e+00,-3.68697e+00,4.20488e-01,5.40295e-03,9.02858e-04,-3.50192e-03
2.59900e+14,Jarnsaxa,-9.05615e+00,-3.72514e+00,4.18076e-01,1.70485e-03,-4.25330e-03,-2.25913e-04
2.59900e+14,Greip,-8.79786e+00,-3.67957e+00,4.14322e-01,1.84654e-03,-5.78702e-03,9.08205e-05
2.59900e+14,Tarqeq,-8.94715e+00,-3.80854e+00,4.05005e-01,2.36738e-03,-5.14761e-03,-5.98705e-04
5.99467e+10,Aegaeon,-8.95492e+00,-3.68670e+00,4.20569e-01,4.79849e-03,-1.22346e-02,3.42696e-03
1.25052e+21,Ariel,2.00192e+01,1.23658e+00,-2.55066e-01,-1.81337e-03,3.70514e-03,-2.76284e-03
1.27495e+21,Umbriel,2.00191e+01,1.23688e+00,-2.53007e-01,1.85954e-03,3.07867e-03,-1.47219e-03
3.40027e+21,Titania,2.00153e+01,1.23759e+00,-2.53920e-01,1.80887e-04,3.93749e-03,2.05879e-03
3.07634e+21,Oberon,2.00172e+01,1.23763e+00,-2.50745e-01,1.45592e-03,3.44374e-03,4.99655e-04
6.47188e+19,Miranda,2.00181e+01,1.23678e+00,-2.55339e-01,-4.04145e-03,4.31287e-03,2.43428e-04
4.49600e+16,Cordelia,2.00185e+01,1.23684e+00,-2.54410e-01,1.14465e-03,2.62276e-03,-5.90343e-03
5.39521e+16,Ophelia,2.00179e+01,1.23699e+00,-2.54176e-01,4.76601e-03,3.06846e-03,3.07504e-03
9.29174e+16,Bianca,2.00181e+01,1.23686e+00,-2.54866e-01,-5.77674e-03,5.00360e-03,2.81556e-04
3.43195e+17,Cressida,2.00181e+01,1.23686e+00,-2.54888e-01,-5.57501e-03,4.97753e-03,5.32678e-04
1.78342e+17,Desdemona,2.00185e+01,1.23683e+00,-2.54352e-01,1.35391e-03,2.67282e-03,-5.09606e-03
5.57505e+17,Juliet,2.00186e+01,1.23683e+00,-2.54302e-01,1.16441e-03,2.81306e-03,-4.49123e-03
1.68151e+18,Portia,2.00180e+01,1.23700e+00,-2.54010e-01,4.20523e-03,2.99990e-03,1.71547e-03
2.54774e+17,Rosalind,2.00186e+01,1.23679e+00,-2.54522e-01,-8.61202e-04,3.23040e-03,-4.64615e-03
3.56683e+17,Belinda,2.00185e+01,1.23678e+00,-2.54798e-01,-3.64327e-03,3.97086e-03,-3.74456e-03
2.89393e+18,Puck,2.00183e+01,1.23679e+00,-2.55001e-01,-4.61238e-03,4.47924e-03,-1.73963e-03
2.99734e+17,Caliban,2.00636e+01,1.21862e+00,-2.66574e-01,-5.04144e-04,3.42705e-03,-2.68941e-04
2.69760e+18,Sycorax,1.99760e+01,1.29228e+00,-2.27264e-01,-1.29770e-04,4.15855e-03,-8.42541e-06
9.89121e+16,Prospero,1.99610e+01,1.18860e+00,-2.03571e-01,-4.53270e-04,4.09868e-03,-8.79530e-05
8.69228e+16,Setebos,2.00685e+01,1.41121e+00,-2.51794e-01,-1.25242e-04,3.71594e-03,-8.04762e-05
2.54774e+16,Stephano,2.00275e+01,1.27658e+00,-2.25178e-01,2.47803e-04,3.76170e-03,-4.22561e-05
4.64587e+15,Trinculo,2.00001e+01,1.17524e+00,-2.67148e-01,-6.73863e-04,3.79493e-03,6.05981e-05
8.39254e+15,Francisco,1.99907e+01,1.24274e+00,-2.70666e-01,-2.34563e-04,4.32721e-03,1.25268e-04
6.29441e+15,Margaret,2.00245e+01,1.12648e+00,-3.84991e-01,-1.55389e-04,3.80710e-03,2.80527e-05
6.29441e+15,Ferdinand,1.98784e+01,1.12507e+00,-2.48447e-01,-3.50282e-04,3.95536e-03,6.10058e-05
1.80000e+16,Perdita,2.00180e+01,1.23685e+00,-2.54975e-01,-5.16896e-03,4.88772e-03,5.66241e-04
1.00000e+15,Mab,2.00181e+01,1.23683e+00,-2.55117e-01,-4.61176e-03,4.73509e-03,2.89159e-04
3.80000e+15,Cupid,2.00180e+01,1.23699e+00,-2.53961e-01,4.28891e-03,2.92185e-03,1.26385e-03
2.14030e+22,Triton,2.59972e+01,-1.49060e+01,-2.91198e-01,-1.02220e-04,9.18984e-04,-7.08041e-04
3.08726e+19,Nereid,2.59866e+01,-1.48546e+01,-2.86611e-01,1.28773e-03,2.41018e-03,-1.28839e-04
1.27808e+17,Naiad,2.59958e+01,-1.49056e+01,-2.89622e-01,7.40423e-03,3.10070e-03,-3.04094e-03
3.53427e+17,Thalassa,2.59955e+01,-1.49055e+01,-2.89421e-01,4.88758e-03,-2.03405e-03,-3.22436e-03
1.74898e+18,Despina,2.59954e+01,-1.49053e+01,-2.89330e-01,1.72572e-04,-3.49410e-03,-1.67082e-03
2.84523e+18,Galatea,2.59960e+01,-1.49049e+01,-2.89455e-01,-2.26888e-03,5.69428e-03,2.59606e-03
3.81830e+18,Larissa,2.59954e+01,-1.49056e+01,-2.89403e-01,3.83500e-03,-1.58140e-03,-2.62378e-03
3.87071e+19,Proteus,2.59953e+01,-1.49059e+01,-2.89471e-01,4.44412e-03,4.78245e-04,-2.28867e-03
8.99201e+16,Halimede,2.60378e+01,-1.48501e+01,-2.45653e-01,1.83721e-03,2.78836e-03,-4.68503e-04
1.49867e+16,Psamathe,2.58846e+01,-1.50026e+01,-7.64928e-02,1.36628e-03,2.94001e-03,-1.41166e-04
8.99201e+16,Sao,2.60600e+01,-1.49941e+01,-4.18885e-01,1.70511e-03,2.96376e-03,-1.46675e-04
8.99201e+16,Laomedeia,2.60473e+01,-1.47667e+01,-2.52857e-01,1.25637e-03,2.67603e-03,4.41703e-05
1.64854e+17,Neso,2.59156e+01,-1.50528e+01,-2.53546e-01,1.21758e-03,2.68031e-03,-2.46623e-04
1.50000e+16,Hippocamp,2.59957e+01,-1.49046e+01,-2.89231e-01,-2.59741e-03,1.84639e-03,1.53862e-03
1.58639e+21,Charon,3.92906e+00,-3.17960e+01,2.26503e+00,3.08655e-03,-3.28111e-04,-9.12965e-04
4.56705e+16,Nix,3.92867e+00,-3.17964e+01,2.26506e+00,3.14009e-03,-2.26290e-04,-8.43024e-04
4.81106e+16,Hydra,3.97693e+00,-3.17536e+01,2.24970e+00,3.20374e-03,-1.95061e-04,-9.04728e-04
1.66316e+16,Kerberos,3.76371e+00,-3.10160e+01,3.70257e+00,3.13092e-03,-2.73204e-05,-5.72574e-04
7.50000e+15,Styx,3.92921e+00,-3.17958e+01,2.26506e+00,3.17529e-03,-2.73954e-04,-9.80197e-04
1.91567e+20,Pallas,2.62708e+00,-1.77276e+00,1.02164e+00,4.49556e-03,5.55817e-03,-4.23962e-03
4.17704e+19,Juno,-2.54738e+00,-2.00539e+00,5.68992e-01,4.63704e-03,-6.74312e-03,1.33876e-03
4.03999e+20,Vesta,2.32708e+00,-2.08783e-01,-2.78157e-01,2.03539e-03,1.09278e-02,-5.73187e-04
3.38370e+18,Astraea,-1.80302e+00,1.13740e+00,2.34644e-02,-6.97418e-03,-1.08284e-02,1.20370e-03
1.76886e+19,Hebe,-2.22468e+00,1.51404e+00,9.28942e-02,-6.74904e-03,-6.97362e-03,2.54740e-03
2.22276e+19,Iris,-2.66684e+00,-1.05109e+00,-2.31505e-01,2.44229e-03,-8.72386e-03,3.88608e-04
8.93731e+18,Flora,-2.22153e+00,8.38351e-01,1.83225e-01,-5.04990e-03,-9.54050e-03,8.36115e-04
4.87579e+19,Hygiea,6.38259e-01,-2.78957e+00,8.89278e-04,1.03386e-02,1.58959e-03,6.98482e-04
4.13948e+18,Parthenope,-2.12113e-01,-2.25828e+00,1.20753e-01,1.16478e-02,-9.30844e-05,-7.64759e-04
2.16295e+18,Victoria,4.72852e-01,2.60718e+00,-1.56266e-01,-9.16792e-03,3.55589e-03,-1.40660e-03
6.01212e+18,Egeria,2.31286e+00,1.13209e+00,-2.35655e-01,-4.94316e-03,8.98269e-03,2.94936e-03
4.98309e+18,Irene,1.44002e+00,2.40515e+00,-2.05740e-01,-8.93990e-03,3.95089e-03,1.47929e-03
3.46439e+19,Eunomia,5.53098e-01,2.17808e+00,2.81430e-01,-1.12892e-02,4.69074e-03,-1.79188e-03
1.63792e+19,Psyche,-2.81306e+00,1.53422e+00,5.89919e-03,-5.18837e-03,-7.63419e-03,4.99195e-04
8.68312e+17,Thetis,-1.02957e+00,-1.86819e+00,1.88934e-01,1.11429e-02,-5.42846e-03,-5.79916e-04
3.85983e+18,Melpomene,-1.66980e+00,-2.02417e+00,4.65736e-01,8.27866e-03,-4.84654e-03,1.92704e-05
5.78053e+18,Fortuna,-1.00007e+00,-2.51544e+00,4.66337e-02,9.43354e-03,-2.53680e-03,1.92699e-04
6.95757e+18,Massalia,-1.08826e+00,-2.40119e+00,2.17798e-02,8.70197e-03,-4.89065e-03,1.01445e-04
2.44603e+18,Lutetia,1.95342e+00,-4.80185e-01,-1.08366e-01,3.69942e-03,1.24350e-02,-8.90587e-05
6.67256e+18,Kalliope,-1.37504e-01,2.67969e+00,2.91240e-01,-1.07195e-02,-1.96589e-04,2.36139e-03
3.46337e+18,Thalia,-1.60890e+00,-2.06578e+00,1.07807e-01,6.55611e-03,-8.14184e-03,-1.64850e-03
5.60884e+18,Themis,3.21717e+00,8.80973e-01,-1.57551e-02,-3.16088e-03,8.55785e-03,1.14209e-04
6.33947e+17,Phocaea,-1.70146e+00,2.26850e+00,-1.10694e+00,-6.80018e-03,-5.20299e-03,2.02558e-04
1.20891e+18,Proserpina,6.09526e-03,2.88750e+00,1.23415e-01,-9.76537e-03,-4.00254e-04,4.17138e-04
2.46447e+18,Euterpe,1.55854e+00,1.34956e+00,-4.62744e-02,-9.25965e-03,8.73197e-03,2.35030e-04
2.50753e+18,Bellona,-2.34294e+00,-1.12463e+00,3.83855e-01,3.53948e-03,-1.02585e-02,1.03754e-03
1.89733e+19,Amphitrite,1.25254e+00,2.01507e+00,2.19355e-01,-9.78922e-03,6.19304e-03,5.88328e-04
1.13352e+18,Urania,8.12362e-01,1.96147e+00,6.70161e-02,-1.11608e-02,5.67129e-03,-2.00311e-04
1.37658e+19,Euphrosyne,1.34091e+00,2.13886e+00,5.51613e-01,-1.01156e-02,4.09008e-03,4.28349e-03
1.46723e+18,Pomona,2.21664e+00,-1.46009e+00,2.50048e-01,6.26183e-03,8.09283e-03,-2.05182e-04
4.13039e+17,Polyhymnia,-3.53465e+00,1.49706e+00,6.33688e-02,-3.29708e-03,-6.43719e-03,-1.90871e-04
1.69963e+18,Circe,2.35246e+00,1.54209e+00,-1.27519e-01,-6.16607e-03,7.86024e-03,-7.98382e-04
7.90833e+17,Leukothea,1.39083e+00,-2.44838e+00,-3.21626e-01,9.91631e-03,2.91307e-03,5.55840e-04
1.69389e+18,Atalante,-2.76182e+00,8.83291e-01,2.52607e-01,-5.73782e-03,-7.60899e-03,-2.59188e-03
1.80491e+18,Fides,-2.72972e+00,1.36549e-01,2.37018e-02,-2.15984e-03,-1.00617e-02,-5.21694e-04
1.61060e+19,Laetitia,-9.67063e-01,2.64667e+00,-3.71662e-01,-9.90965e-03,-2.18316e-03,1.08274e-03
3.83550e+18,Harmonia,9.45470e-01,2.02101e+00,-8.19983e-02,-1.02873e-02,5.55783e-03,7.34191e-04
6.27020e+18,Daphne,-1.05099e+00,2.59641e+00,-7.13883e-01,-7.99123e-03,-5.77587e-03,1.72158e-03
1.94045e+18,Isis,-2.82237e+00,1.88671e-01,4.19151e-01,8.95094e-04,-9.30157e-03,-2.79320e-04
