mass,name,position:0,position:1,position:2,velocity:0,velocity:1,velocity:2
3.16150e+16,Tatsuo,1.32087e+00,2.83321e+00,3.66178e-02,-8.14204e-03,4.94038e-03,-1.43440e-03
2.54580e+16,Scholl,-3.37341e+00,-3.68523e+00,4.39048e-01,4.93091e-03,-4.30031e-03,-1.84054e-04
1.37120e+16,Otto,-2.28213e+00,-9.01904e-01,3.57118e-01,3.61746e-03,-1.02231e-02,-2.50510e-03
2.56823e+16,Vladisvyat,2.64639e+00,7.04956e-01,-2.77178e-01,-2.63696e-03,1.02044e-02,3.25888e-03
1.25546e+14,Iliya,1.38900e+00,1.81558e+00,2.47440e-01,-6.24859e-03,9.70511e-03,-8.91263e-04
1.27342e+15,Paola,2.18962e+00,-9.58037e-01,1.78377e-04,2.95085e-03,1.07554e-02,2.99085e-04
7.11791e+16,Lautaro,-2.37466e+00,-2.96498e+00,2.86738e-01,6.57658e-03,-4.60425e-03,1.22990e-03
4.84579e+15,Roudebush,1.82214e+00,1.94161e+00,4.86571e-02,-6.93427e-03,8.91053e-03,1.55760e-04
6.27799e+15,Murmansk,2.35766e+00,1.19783e+00,-4.54678e-01,-4.09331e-03,1.03446e-02,-1.34673e-03
5.27276e+15,Chagall,2.73433e+00,1.56651e+00,-2.02108e-02,-3.17512e-03,9.17720e-03,-1.44333e-04
5.01167e+15,Muriel,-2.96991e+00,-6.04236e-01,2.74303e-01,1.32652e-03,-9.63009e-03,-1.44016e-03
2.08866e+16,Poltava,-2.21150e-01,2.94816e+00,-9.77503e-02,-9.90299e-03,-1.49915e-04,-6.77404e-04
2.62720e+15,Chaucer,2.61686e+00,-5.56487e-01,-1.43512e-01,1.21418e-03,9.87254e-03,1.12853e-05
3.19889e+15,Shakespeare,2.45326e+00,-1.12642e+00,-1.08241e-01,4.67988e-03,9.51807e-03,2.43368e-04
5.12224e+15,Mrinalini,2.53814e+00,6.77916e-01,-6.94485e-02,-2.22792e-03,1.12111e-02,3.89013e-04
4.19297e+15,Sarabhai,-2.71563e+00,3.26617e-01,5.90630e-03,-1.46985e-03,-1.06496e-02,1.92164e-04
7.11723e+15,Korhonen,1.28698e+00,-2.03005e+00,-2.36703e-01,9.73570e-03,5.02113e-03,-2.76653e-03
9.17323e+14,Trimberger,-2.02918e+00,-1.16653e+00,7.31240e-02,4.70454e-03,-1.04387e-02,4.73612e-04
8.57669e+14,Vondel,-1.77255e+00,1.58428e+00,-2.09173e-01,-8.99812e-03,-7.89935e-03,8.83837e-04
1.99834e+15,Wendy,1.11603e+00,-2.19601e+00,-1.50197e-01,8.55984e-03,6.55472e-03,2.34171e-03
3.29926e+15,Taratuta,2.40451e+00,-1.65534e+00,3.22400e-01,5.23734e-03,7.33530e-03,-2.16404e-03
6.11722e+15,Bowman,-1.37589e+00,2.55774e+00,1.07543e-01,-8.75378e-03,-4.80677e-03,-5.21177e-04
1.04390e+16,Koncek,-2.99679e+00,-1.38317e+00,6.63131e-01,3.63167e-03,-8.05958e-03,-3.39923e-04
2.14008e+15,Reaves,1.64238e+00,-1.13523e+00,-2.88519e-01,7.35310e-03,1.04453e-02,-4.46244e-04
4.29817e+15,Ushakov,-1.33320e-01,-2.75467e+00,6.29809e-02,1.09649e-02,4.00403e-04,-3.20213e-04
2.40384e+15,Chongqing,1.89964e+00,-2.59202e+00,3.51346e-01,6.26366e-03,6.97750e-03,-3.71145e-04
1.32558e+16,Minsk,-2.61221e+00,-1.98710e+00,-7.39863e-01,5.40041e-03,-7.07705e-03,-2.14287e-03
8.57669e+14,Dobrovoleva,2.29820e+00,-9.28778e-01,-7.85536e-02,2.76621e-03,1.01063e-02,6.20107e-04
2.09108e+16,Candy,2.55144e+00,1.42435e+00,-1.52883e-01,-3.54317e-03,9.62830e-03,3.06260e-03
5.88013e+15,Petrovic,-7.35203e-01,2.18254e+00,-2.45487e-01,-1.11912e-02,-4.08282e-03,-2.09843e-03
4.51189e+15,Kulin,1.30588e+00,2.39935e+00,-1.04254e-01,-9.33384e-03,5.25049e-03,4.38401e-04
2.44032e+15,Naudts,-2.93106e+00,1.12732e-01,1.92401e-01,2.82032e-05,-9.73928e-03,8.39730e-04
1.05302e+16,Lucubratio,-9.39040e-01,2.29594e+00,6.29601e-01,-1.13774e-02,-3.33469e-03,-1.46504e-03
3.71639e+16,Hainan,1.18006e+00,-2.85048e+00,-8.25040e-01,8.49236e-03,4.91948e-03,1.42795e-04
6.95548e+16,Higson,1.74893e+00,2.16920e+00,9.46774e-01,-7.53828e-03,7.09813e-03,-1.59354e-03
6.04501e+15,Sarastro,-2.97222e+00,-7.57522e-01,-1.82274e-01,2.54523e-03,-9.31830e-03,1.53891e-03
1.76281e+15,Shavarsh,-3.09766e+00,-7.62953e-01,1.02971e-03,3.17012e-03,-8.07686e-03,2.97636e-04
2.37503e+16,Zhangguoxi,-2.74972e+00,1.05702e+00,-2.41766e-01,-3.44225e-03,-9.48846e-03,1.48100e-03
7.23659e+15,Evans,2.05542e+00,1.72794e+00,-1.13396e-01,-6.47520e-03,8.74445e-03,3.79899e-04
1.83528e+15,Chambers,2.80510e+00,9.48229e-01,-4.11692e-02,-2.57681e-03,8.96273e-03,-4.05507e-04
1.13614e+17,Krat,2.29738e+00,-1.40135e+00,-9.46013e-01,5.82141e-03,8.56534e-03,2.35079e-03
1.92684e+16,Alku,9.37735e-01,-2.89850e+00,-9.89083e-03,7.74439e-03,3.55010e-03,-2.91986e-03
1.07276e+14,Kozai,-1.50401e+00,-4.31400e-01,1.33271e+00,4.61656e-03,-9.12400e-03,4.85301e-03
3.56617e+14,"San Diego",1.62513e+00,-6.05253e-01,-1.49209e-01,4.02726e-03,1.18380e-02,4.92473e-03
1.10280e+16,Saltykov,6.57480e-01,-2.27244e+00,4.03270e-01,1.08478e-02,4.25957e-03,1.82480e-03
1.50156e+16,Alois,-2.10194e+00,2.58634e+00,1.91650e-01,-7.63180e-03,-5.15961e-03,1.56200e-05
7.11919e+15,Moliere,-1.30670e+00,2.31347e+00,-8.10114e-01,-9.94555e-03,-4.63805e-03,1.10188e-03
1.08418e+16,Kuzbass,-3.04037e+00,4.59930e-01,1.29890e-01,-4.05593e-05,-9.94923e-03,3.93643e-05
2.88207e+15,Nantong,1.59802e+00,1.04096e+00,4.19935e-01,-6.33366e-03,1.21774e-02,-1.00020e-03
8.92142e+14,Herzen,2.12397e+00,-1.73285e+00,1.87765e-01,6.40310e-03,6.84083e-03,1.27594e-04
1.40978e+16,Strugatskia,-1.63088e+00,3.21712e+00,-6.33263e-02,-7.93013e-03,-2.64093e-03,2.41017e-04
8.38396e+15,Cook,-3.44986e+00,1.34706e+00,1.83182e-01,-2.92924e-03,-7.53707e-03,2.24256e-04
1.82019e+16,Wren,-1.05401e+00,-3.00920e+00,4.02007e-01,8.77244e-03,-2.32888e-03,-1.49670e-03
1.00580e+18,Makhaon,-1.73991e+00,4.68452e+00,-4.45554e-02,-7.21249e-03,-2.85712e-03,-1.66545e-03
1.55510e+15,Zimmer,-7.20488e-01,-2.27678e+00,1.24185e-01,1.01829e-02,-4.51670e-03,9.31993e-06
5.35691e+15,Sarahill,-1.18199e+00,-2.40712e+00,-1.72478e-01,9.13539e-03,-5.11014e-03,3.71337e-04
6.89316e+15,McFadden,-2.28897e+00,1.57827e+00,-3.80891e-01,-6.37208e-03,-7.16044e-03,2.12929e-03
5.70542e+15,Nesterov,5.79114e-01,3.27639e+00,-1.03519e-01,-9.26124e-03,8.75035e-04,2.35836e-04
1.63493e+16,Horrocks,-2.74224e+00,6.14484e-01,2.40690e-01,-2.24099e-03,-1.05687e-02,-9.64868e-04
5.72340e+15,Moisseiev,1.34350e+00,1.85884e+00,5.13604e-02,-8.31479e-03,8.30779e-03,2.90368e-03
3.98240e+15,Dzhalil,-1.14557e+00,2.46369e+00,-2.11624e-02,-9.46900e-03,-3.62303e-03,1.83418e-03
6.90754e+15,Jinxiuzhonghua,2.15795e+00,-2.25648e+00,3.48424e-01,6.75663e-03,6.37134e-03,-1.32825e-03
3.33956e+16,Oujianquan,3.28482e-01,3.48089e+00,-6.50887e-02,-7.92615e-03,1.17887e-03,2.38272e-03
4.18861e+15,Tjossem,-2.90139e+00,-1.66148e+00,3.64762e-01,4.95743e-03,-7.55156e-03,1.10637e-03
2.01921e+16,Herodotus,-1.86870e+00,-3.27294e+00,-5.85235e-01,7.70638e-03,-3.24603e-03,-8.08166e-04
6.11137e+15,Bergholz,1.42465e+00,1.93456e+00,3.84407e-01,-7.56231e-03,8.67504e-03,-1.41962e-03
8.90548e+15,Chukokkala,2.00754e+00,1.94666e+00,-5.61569e-01,-6.89219e-03,6.84435e-03,-1.51962e-03
1.98586e+16,Omarkhayyam,6.68904e-01,-3.54410e+00,-3.66238e-02,8.49169e-03,2.31684e-03,4.54622e-04
3.62695e+15,Bezruc,1.67855e+00,-1.29105e+00,2.05752e-01,7.52246e-03,1.00060e-02,-2.43417e-03
6.51169e+15,Tacitus,4.43619e-01,3.14891e+00,-3.75599e-01,-9.08207e-03,1.68140e-03,-5.43783e-04
8.90626e+15,Hergenrother,2.02674e+00,2.44988e+00,2.86171e-01,-7.78883e-03,4.31033e-03,2.13271e-03
9.40122e+12,Eger,-6.74014e-01,1.12851e+00,-7.43172e-02,-1.49401e-02,-2.21235e-03,4.93620e-03
1.35698e+16,Durer,2.35052e-01,2.54798e+00,-1.10887e+00,-1.05067e-02,1.97510e-03,6.25600e-04
2.55458e+16,Morabito,5.88202e-01,-3.42578e+00,3.35781e-01,7.71325e-03,3.00921e-03,-2.16292e-03
9.58357e+15,Machin,-9.64434e-01,2.50453e+00,3.33605e-01,-9.31708e-03,-3.79201e-03,1.08517e-05
1.52994e+15,Velimir,-8.19163e-01,2.67998e+00,1.17191e-01,-9.27931e-03,-1.71728e-03,5.56888e-04
7.02558e+15,Baily,-5.79309e-01,2.21493e+00,-1.77438e-01,-1.17575e-02,-2.25771e-03,-1.98805e-03
3.53360e+16,Claytonsmith,2.16645e+00,-2.15427e+00,1.29770e-01,6.94359e-03,6.37215e-03,2.19847e-03
2.77122e+15,Dobronravin,-2.53313e+00,-2.36883e+00,2.66461e-01,4.86572e-03,-7.01036e-03,-1.84482e-04
5.26459e+15,Dangrania,2.06907e+00,1.87469e+00,-1.56451e-02,-6.32588e-03,8.31221e-03,-2.40268e-03
3.27717e+14,Florence,-2.38613e+00,-4.71411e-01,-5.79166e-01,3.24982e-03,-7.41571e-03,-2.21769e-03
1.27057e+15,Dunham,2.28989e-01,-2.26591e+00,3.67112e-02,1.13346e-02,2.64080e-03,-3.81896e-04
1.00216e+15,Kansas,-1.01263e+00,-2.45765e+00,2.78147e-01,1.00867e-02,-3.14054e-03,-3.95213e-05
2.46117e+15,Hay,-2.10558e+00,-9.73372e-01,4.97827e-01,3.29660e-03,-1.11234e-02,1.22204e-03
1.80598e+15,Davydov,9.83362e-01,2.66082e+00,-3.30458e-01,-9.39676e-03,4.50676e-03,-1.39492e-03
1.20393e+16,Obruchev,-3.25618e+00,3.70350e-01,1.58808e-01,4.46056e-04,-9.30356e-03,7.94577e-05
1.62663e+15,Hillary,1.50101e+00,-1.31788e+00,-7.19356e-02,7.62101e-03,1.05810e-02,-7.92406e-04
3.33928e+16,Landgraf,1.25901e+00,-2.74437e+00,-8.23926e-03,8.38636e-03,5.31883e-03,-7.61811e-04
9.24453e+16,Kostinsky,-3.60808e+00,-3.13508e+00,-3.71754e-01,4.11890e-03,-5.60808e-03,7.11735e-04
4.98117e+15,Anshan,-2.66583e+00,-1.56859e+00,1.86887e-01,3.76148e-03,-9.09244e-03,-4.12496e-04
3.55655e+16,Shantou,-2.53319e+00,-1.91416e+00,-6.82093e-01,5.11618e-03,-7.48033e-03,2.67667e-03
2.30040e+16,Stellafane,4.93394e-01,-2.91489e+00,1.33483e-02,9.38823e-03,2.74924e-03,-1.94112e-03
3.38527e+16,Buchar,-2.02340e+00,2.47165e+00,1.16519e-01,-7.66148e-03,-6.18838e-03,-1.87677e-03
8.72824e+14,Dato,1.29599e+00,2.54438e+00,-3.57773e-01,-7.70478e-03,5.05980e-03,-8.01084e-04
7.30398e+14,Samantha,-2.43790e+00,-1.08586e+00,-2.89679e-02,2.50533e-03,-1.01340e-02,6.03873e-04
3.55561e+15,Grechko,2.34859e+00,-1.54889e+00,-2.03031e-02,4.16938e-03,9.73167e-03,1.23453e-04
2.71141e+16,Tosa,-3.12775e+00,2.08242e-01,-1.46608e-01,7.72777e-04,-9.16269e-03,-3.60159e-03
7.03478e+15,Talbot,1.87210e+00,-1.52995e+00,8.26129e-01,8.19377e-03,7.33802e-03,-6.53252e-04
2.14261e+16,Jones,-8.98079e-01,2.62553e+00,1.17856e-01,-9.18750e-03,-3.87754e-03,-1.96937e-03
2.10997e+16,Ellington,-1.09234e+00,-2.74638e+00,-7.46341e-01,8.06957e-03,-4.61001e-03,-1.55834e-03
1.92684e+16,Novikov,1.08590e+00,-2.67559e+00,-3.70627e-01,8.88355e-03,5.23953e-03,-2.54341e-04
1.85269e+15,Beadell,-2.31516e+00,-1.62065e-01,-1.43647e-01,2.76906e-03,-1.11998e-02,-2.84859e-03
1.70635e+16,Nostalgia,1.27322e+00,-3.28615e+00,3.41113e-01,7.31791e-03,3.37295e-03,-2.52956e-03
1.63084e+14,Randi,8.99957e-01,2.27947e+00,-1.05773e-01,-8.14561e-03,7.31264e-03,-4.88380e-04
5.14788e+15,Prast,9.03408e-01,2.77111e+00,1.68190e-02,-1.02969e-02,2.34452e-03,4.15032e-04
6.31105e+15,Babcock,1.93083e+00,-1.19254e+00,-4.86928e-01,7.16879e-03,8.96471e-03,1.78136e-03
3.33677e+15,"Lomnicky Stit",1.34822e+00,2.77849e+00,3.77633e-01,-8.13737e-03,4.94618e-03,1.42219e-03
2.82246e+14,Ostro,-1.64813e+00,-2.63070e-01,7.66720e-01,1.51059e-03,-1.28721e-02,-4.35993e-05
4.20950e+16,Wangshouguan,-6.72762e-01,-3.48118e+00,-5.37317e-01,8.29068e-03,-8.15292e-04,-1.01889e-03
5.10011e+16,Paolicchi,-2.77127e+00,-6.97394e-01,5.74150e-01,1.77654e-03,-9.59455e-03,-2.34966e-03
2.64878e+15,Chillicothe,-2.68478e+00,-7.26861e-01,2.56017e-01,1.09688e-03,-9.64868e-03,-2.44718e-03
4.15279e+15,Yoshitsune,-7.14938e-01,1.59682e+00,-1.63067e-01,-1.36565e-02,-6.94361e-03,-1.01001e-03
6.53519e+15,Beruti,-2.06038e+00,-2.68930e+00,8.49214e-02,6.29292e-03,-6.18613e-03,1.87924e-04
2.57931e+15,Franzkaiser,1.61698e+00,-2.27465e+00,6.26001e-03,8.14532e-03,7.03616e-03,-4.12140e-04
5.17844e+15,Raab,-1.17714e+00,2.86763e+00,1.18237e-01,-8.84626e-03,-1.53023e-03,1.28836e-03
7.88189e+14,Clintford,1.45838e+00,1.41295e+00,-6.57478e-02,-7.47999e-03,1.05433e-02,7.25509e-04
3.79926e+15,Manuilova,2.50011e+00,-3.00939e-01,-1.45285e-03,8.26158e-04,1.16880e-02,-1.64987e-04
1.74169e+15,Penza,1.25848e+00,2.34064e+00,-3.42654e-01,-8.95777e-03,6.77553e-03,-9.17291e-04
3.81653e+15,Dorsey,-1.99354e+00,2.63461e+00,5.63281e-01,-7.14150e-03,-5.33731e-03,7.91389e-04
4.05944e+15,Maklaj,-1.38014e+00,2.78097e+00,4.69203e-01,-8.70542e-03,-4.12803e-03,-3.38152e-04
9.70803e+15,Weissman,-2.42508e+00,9.37823e-01,5.60799e-01,-4.99162e-03,-9.13667e-03,2.35221e-03
2.96605e+13,Nefertiti,7.43532e-02,-1.43694e+00,-8.74696e-01,1.16546e-02,2.32886e-03,4.00913e-03
3.46424e+14,Phaethon,8.39149e-01,1.73292e+00,2.91206e-01,-6.98701e-03,-4.28350e-03,-2.70855e-03
3.34598e+16,Graff,-3.26407e+00,1.35203e+00,-5.04701e-01,-4.47234e-03,-8.38327e-03,1.13515e-03
5.43726e+15,Lindgren,1.64983e+00,-2.57789e+00,-2.66899e-02,6.42475e-03,7.44840e-03,-3.05248e-04
1.28643e+15,Boksenberg,-1.38355e+00,2.11670e+00,3.15109e-02,-1.02105e-02,-4.16335e-03,2.38140e-03
5.87994e+15,Lunn,2.24893e+00,2.40613e+00,-1.34208e-01,-7.20675e-03,5.83899e-03,3.28505e-05
9.93063e+15,Lupishko,-1.27626e+00,2.73948e+00,-1.59879e-01,-8.81348e-03,-4.41538e-03,2.34743e-03
4.02040e+15,Smolensk,1.27113e+00,-2.56439e+00,-4.74780e-02,8.67492e-03,5.99553e-03,3.13402e-06
8.90004e+15,Makarenko,-2.44101e+00,1.85645e+00,4.21341e-01,-5.13810e-03,-8.17043e-03,1.32179e-03
5.37176e+15,Lapko,2.10088e+00,2.14592e+00,-1.37740e-01,-7.59357e-03,6.67050e-03,1.21693e-03
5.95153e+15,Komaki,2.69439e+00,2.07531e+00,3.83488e-01,-5.05864e-03,7.11166e-03,-3.05596e-04
3.07654e+16,Liller,2.56144e+00,1.65333e+00,-7.68491e-01,-4.81000e-03,8.23772e-03,-1.37487e-03
2.27861e+16,Forsius,-2.49196e+00,-7.11845e-01,2.21748e-01,1.73470e-03,-1.04320e-02,1.75195e-03
1.11552e+16,Irkutsk,-1.26918e+00,2.66687e+00,-2.03930e-01,-8.06945e-03,-5.57137e-03,-1.62943e-04
6.75180e+14,Hoag,-9.02468e-01,1.60313e+00,-7.87907e-01,-1.08268e-02,-4.92029e-03,1.50458e-03
3.07713e+15,Pire,-4.62904e-01,2.14736e+00,1.02218e-02,-1.20456e-02,-2.96672e-03,-4.12170e-04
8.51799e+15,Vampilov,1.15490e+00,-1.73665e+00,-4.50105e-01,1.02451e-02,8.35647e-03,-1.96588e-03
1.74793e+15,Mila,-6.04043e-01,2.33701e+00,1.69993e-01,-1.11805e-02,-1.31762e-03,-8.50364e-04
6.50597e+15,Brest,2.48761e+00,1.55919e+00,-1.72643e-01,-4.57187e-03,8.93370e-03,-1.68676e-03
1.93176e+15,Hergiani,2.05445e+00,1.41699e+00,-2.84989e-02,-6.46187e-03,1.00155e-02,1.43253e-04
3.03252e+16,Victorplatt,-1.21855e-01,3.25626e+00,7.14593e-02,-9.11098e-03,-3.66622e-04,-1.45360e-03
1.47974e+15,Timresovia,-2.90563e+00,-5.80359e-02,9.60584e-02,-1.35581e-03,-9.40477e-03,-1.86516e-03
9.98213e+16,Laocoon,4.08726e+00,-1.95732e+00,1.14851e-01,4.01835e-03,7.52281e-03,2.83307e-04
3.41087e+15,Yeshuhua,-2.80741e+00,8.50636e-01,5.07045e-02,-4.25319e-03,-9.40555e-03,2.62619e-04
1.61833e+15,Skytel,-3.05745e+00,6.23297e-01,-2.28809e-05,-8.38787e-04,-9.52372e-03,-1.56325e-03
1.47869e+15,Jensch,2.85980e+00,-7.62255e-01,-8.69338e-04,1.09286e-03,1.01044e-02,5.78251e-05
7.93237e+15,Bidstrup,1.58540e+00,-2.56343e+00,1.18543e+00,8.18375e-03,4.51253e-03,-7.45086e-04
1.87839e+15,"Di Martino",-2.02362e+00,6.24083e-01,1.26826e-01,-2.87885e-03,-1.22325e-02,-4.50297e-04
3.52896e+16,Farinella,-6.02248e-01,-2.87456e+00,-5.25167e-01,1.01804e-02,-5.41490e-04,-5.04022e-04
2.43087e+15,Eratosthenes,-2.58330e+00,2.14234e+00,-1.02541e-03,-6.69110e-03,-6.21617e-03,1.14555e-04
2.17433e+16,Bus,-1.13668e+00,-3.69471e+00,-1.52714e-01,8.70429e-03,-1.16469e-03,-5.21773e-04
1.81368e+14,Tholen,-2.03808e+00,-2.21269e+00,-1.11729e+00,5.54327e-03,-5.22776e-03,-1.03195e-03
6.27157e+15,Daguerre,-2.25179e+00,-1.89641e+00,2.97323e-01,5.83031e-03,-7.62113e-03,9.58961e-04
4.66188e+16,Brownlee,3.17202e+00,-9.58968e-01,9.09812e-01,3.29521e-03,8.15655e-03,-2.41237e-04
4.49807e+15,Tvardovskij,-3.02364e+00,-4.29174e-01,1.05451e-01,1.99652e-03,-9.40660e-03,3.02603e-04
1.64380e+16,Miune,-2.40405e+00,-1.69656e+00,2.94037e-01,5.17923e-03,-8.55021e-03,-1.24504e-03
3.18079e+15,Bounty,-4.94936e-02,2.96178e+00,-3.87379e-02,-1.03106e-02,-1.28751e-03,1.31957e-04
1.21893e+15,Bernardus,-1.59593e+00,-9.98556e-01,9.11648e-01,6.19725e-03,-9.36252e-03,-1.24823e-03
7.43991e+14,Glo,1.42844e+00,-1.77313e+00,-3.25789e-01,5.29906e-03,9.19707e-03,-3.64690e-03
2.24881e+15,Vibert-Douglas,1.88169e+00,1.30918e+00,4.61582e-01,-7.09330e-03,9.48214e-03,2.64753e-03
1.48589e+16,Drukar,1.28421e+00,-2.94702e+00,-7.56029e-01,8.59708e-03,3.97837e-03,-8.26137e-04
2.22478e+15,Maillen,-9.88026e-01,3.38293e+00,7.37448e-02,-8.14597e-03,-2.95665e-03,2.44260e-05
9.18086e+14,Oberndorfer,2.48860e+00,2.87092e-01,-2.40856e-01,7.04370e-04,1.02715e-02,1.01484e-03
4.50857e+15,"Porta Coeli",-2.73381e+00,1.56558e+00,1.42096e-01,-6.01238e-03,-7.68924e-03,1.45030e-04
1.11485e+16,Aaronson,-2.43996e+00,2.31228e+00,3.93251e-01,-7.63318e-03,-4.84125e-03,1.07697e-03
2.24878e+16,Behounek,7.90283e-01,3.19582e+00,-1.56242e-02,-9.04376e-03,2.22499e-03,1.59507e-03
8.66202e+14,Skorina,-1.21687e+00,-2.09141e+00,-2.65474e-01,9.93937e-03,-4.32666e-03,-4.48645e-04
2.38015e+14,Olmstead,1.37658e+00,1.87616e+00,-1.67837e-01,-6.51561e-03,9.06585e-03,-2.38442e-03
6.11483e+13,Seleucus,2.31562e+00,-5.78201e-01,2.01074e-01,6.36038e-03,7.63427e-03,-2.08605e-04
2.94215e+15,Azabu,3.01054e+00,-2.94369e+00,-1.78783e-01,6.18539e-03,5.09964e-03,-2.25557e-04
8.22609e+15,Dunlap,-1.77591e+00,3.01854e+00,-6.19128e-02,-7.62721e-03,-4.29376e-03,2.61585e-04
1.50046e+15,Sather,8.16613e-01,2.56044e+00,4.18315e-02,-1.05989e-02,4.08906e-03,2.63028e-04
1.06265e+15,Carlvesely,-2.13140e+00,-1.43841e+00,-1.48866e-01,5.80641e-03,-9.20785e-03,-1.20094e-03
1.74441e+15,Murakami,-2.23788e+00,1.76704e+00,-1.91911e-01,-7.95917e-03,-5.92569e-03,1.15502e-03
2.92054e+15,"Bosque Alegre",-2.80205e+00,1.01233e+00,5.41461e-01,-4.04485e-03,-8.15357e-03,1.70366e-03
2.73368e+15,"Hong Kong",2.04076e+00,1.59740e+00,-1.03494e-01,-7.04183e-03,9.21649e-03,1.25760e-04
8.47261e+14,Massandra,8.97499e-01,-1.70958e+00,1.98454e-02,1.09613e-02,7.35819e-03,5.59513e-04
1.67119e+16,McGlasson,-3.06310e+00,-6.63237e-01,2.60774e-01,3.67724e-03,-8.50018e-03,-3.13206e-03
2.82923e+15,Ceadams,2.42781e+00,1.16676e+00,-8.08616e-02,-2.68643e-03,9.65752e-03,2.29345e-03
5.23936e+15,Ferreri,2.67601e+00,-1.86431e+00,6.65536e-01,4.01920e-03,7.33218e-03,-3.42095e-03
3.56192e+14,Brorfelde,-1.57571e+00,-7.51913e-01,3.43638e-02,5.90909e-03,-1.08952e-02,-4.79062e-03
1.96942e+16,Patsy,-2.16327e+00,2.13573e+00,3.33891e-01,-6.21576e-03,-7.51058e-03,1.48274e-03
3.76465e+15,Podobed,-2.47460e+00,-1.07969e+00,3.25207e-02,4.18173e-03,-9.79094e-03,1.20831e-04
6.97624e+15,Pedersen,-2.52388e-01,3.09790e+00,-4.54395e-01,-9.53440e-03,3.28978e-04,-9.52016e-04
3.54246e+15,Herzberg,-2.68748e+00,-7.22862e-01,-3.00327e-02,2.86057e-03,-1.03720e-02,1.58512e-03
1.21120e+18,Paris,4.64308e+00,-4.25100e-01,-1.54377e+00,6.91975e-04,7.33656e-03,-3.03697e-03
3.24022e+16,Blixen,-1.07895e+00,-2.75363e+00,3.90796e-01,8.89289e-03,-4.14650e-03,-1.44943e-03
4.86973e+15,Kibi,-2.68852e+00,-2.42368e+00,-1.77012e-01,5.80573e-03,-5.97720e-03,4.00045e-04
9.20311e+15,Avsyuk,2.14885e+00,-1.69090e+00,4.56856e-02,6.20229e-03,7.85915e-03,1.89778e-03
1.62697e+16,TARDIS,-3.02568e+00,-4.19241e-02,8.59221e-01,-6.23194e-04,-9.47161e-03,-2.49747e-03
2.06193e+15,Agafonikov,1.66162e+00,-1.10901e+00,-7.43543e-02,8.24857e-03,9.88170e-03,5.46829e-04
6.47702e+15,Campins,-2.99871e+00,-1.24251e+00,6.39915e-02,4.43671e-03,-8.35436e-03,-1.91302e-04
8.46293e+15,Interposita,2.63452e+00,2.49240e-01,-4.42921e-01,-1.98614e-04,1.09473e-02,1.14714e-03
8.78903e+15,Golay,2.48404e+00,1.33857e+00,1.43603e-01,-5.42556e-03,8.84023e-03,1.79111e-03
3.06546e+16,Gantrisch,-2.24920e+00,-2.05311e+00,-3.03702e-01,8.10538e-03,-5.65126e-03,-1.25210e-03
8.63520e+15,Raksha,1.75979e+00,1.42370e+00,-5.88007e-01,-7.53900e-03,8.96564e-03,-4.54679e-04
1.35046e+16,Schaber,-2.84802e+00,-1.08882e+00,-3.15804e-01,5.34870e-03,-8.16581e-03,1.96891e-03
2.99271e+15,Quanzhou,7.21684e-01,2.20332e+00,2.44253e-01,-1.11851e-02,3.46728e-03,-2.50885e-03
2.72650e+16,Treshnikov,-2.56904e+00,-8.42849e-01,7.89929e-01,3.76286e-03,-1.00583e-02,-1.50644e-03
2.70214e+15,Hartmann,1.60442e+00,-2.00731e+00,1.09559e-01,7.10357e-03,8.58796e-03,-2.05053e-03
7.86617e+15,Fivesparks,-1.78896e-01,-3.35840e+00,3.07562e-01,8.85270e-03,-5.94419e-04,-5.12257e-04
3.86496e+14,Nedzel,2.02289e+00,2.80834e-01,-5.67781e-01,3.22750e-03,1.15240e-02,2.87740e-03
7.38137e+15,Tarkovskij,6.95359e-01,-2.68267e+00,-2.73407e-01,9.15826e-03,8.72886e-04,2.28364e-03
3.00027e+16,Gerla,-1.96497e+00,-2.48672e+00,-9.55634e-01,7.58198e-03,-4.85337e-03,-2.03131e-03
6.92834e+15,Konstantin,-1.29668e+00,-3.17389e+00,2.37123e-01,8.17783e-03,-3.02284e-03,4.02891e-04
5.37451e+15,Pokryshkin,-2.88471e+00,-2.00373e-01,-8.80637e-03,2.21922e-03,-1.02062e-02,1.90100e-03
1.47764e+15,Manas,4.72224e-02,-2.65004e+00,-1.08318e-01,1.05648e-02,-2.12817e-05,-6.66272e-04
8.43170e+14,Jarvis,1.70417e+00,2.23558e-01,5.96339e-01,4.12596e-04,1.26483e-02,-1.94756e-03
6.21324e+15,Tolstikov,1.49710e+00,-2.58175e+00,2.55547e-01,8.71031e-03,4.27820e-03,-1.68725e-03
4.08954e+15,Anikushin,1.52683e+00,-3.02522e+00,6.37215e-02,6.99640e-03,5.49956e-03,-3.10067e-04
8.27533e+12,Syrinx,-2.56240e+00,9.40887e-01,-1.01417e+00,3.78947e-03,-7.96576e-03,2.73837e-03
7.52097e+10,Orpheus,8.32856e-01,-1.31039e+00,6.79027e-02,9.92062e-03,5.34505e-03,-1.77925e-04
9.55442e+11,Khufu,-4.79504e-01,-2.09825e-01,7.53690e-02,1.36378e-02,-2.51499e-02,2.78602e-03
4.01767e+15,Recogne,-2.92870e+00,6.03421e-01,-1.38298e-01,-4.48869e-04,-9.40712e-03,1.26607e-03
